Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-11-07 11:16:16,        0,  29.6,   1.8,  25.2,  0.072, -0.001,  0.000,     -0.9,  1,  21.6,   1.0, 0.100
2025-11-07 11:16:16,        0,  29.5,   1.6,  25.2,  0.071, -0.001,  0.000,     -1.7,  1,  21.5,   0.9, 0.100
2025-11-07 11:16:17,        0,  29.5,   1.6,  25.2,  0.072, -0.001,  0.000,     -2.6,  1,  21.6,   0.9, 0.100
2025-11-07 11:16:18,        0,  29.6,   1.8,  25.2,  0.072, -0.001,  0.000,     -3.7,  1,  21.6,   1.0, 0.100
2025-11-07 11:16:19,        0,  29.6,   1.8,  25.3,  0.071, -0.001,  0.000,     -4.6,  1,  21.6,   1.0, 0.100
2025-11-07 11:16:21,        0,  29.6,   1.8,  25.3,  0.071, -0.001,  0.000,     -5.4,  1,  21.6,   1.0, 0.101
2025-11-07 11:16:21,        0,  29.4,   1.3,  25.2,  0.072, -0.001,  0.000,     -6.0,  1,  21.6,   1.0, 0.101
2025-11-07 11:16:22,        0,  29.6,   1.8,  25.2,  0.071, -0.001,  0.000,     -6.9,  1,  21.6,   1.0, 0.100
2025-11-07 11:16:23,        0,  29.6,   1.9,  25.3,  0.072, -0.001,  0.000,     -7.7,  1,  21.6,   1.0, 0.100
2025-11-07 11:16:24,        0,  29.6,   1.8,  25.3,  0.072, -0.001,  0.000,     -8.6,  1,  21.6,   1.0, 0.100
2025-11-07 11:16:25,        0,  29.6,   1.9,  25.2,  0.071, -0.001,  0.000,     -9.4,  1,  21.6,   1.0, 0.100
2025-11-07 11:16:26,        0,  29.7,   2.0,  25.2,  0.072, -0.001,  0.000,    -10.3,  1,  21.6,   1.0, 0.100
2025-11-07 11:16:27,        0,  29.6,   1.9,  25.3,  0.072, -0.001,  0.000,    -11.2,  1,  21.6,   1.0, 0.100
2025-11-07 11:16:28,        0,  29.6,   1.8,  25.2,  0.071, -0.001,  0.000,    -12.0,  1,  21.6,   0.9, 0.100
2025-11-07 11:16:29,        0,  29.6,   1.8,  25.2,  0.072, -0.001,  0.000,    -12.9,  1,  21.6,   0.9, 0.100
2025-11-07 11:16:30,        0,  29.6,   1.9,  25.2,  0.072, -0.001,  0.000,    -13.7,  1,  21.6,   0.9, 0.100
2025-11-07 11:16:31,        0,  29.6,   1.8,  25.3,  0.072, -0.001,  0.000,    -14.6,  1,  21.6,   0.9, 0.100
2025-11-07 11:16:32,        0,  29.7,   2.0,  25.2,  0.072, -0.001,  0.000,    -15.4,  1,  21.6,   0.9, 0.100
2025-11-07 11:16:33,        0,  29.7,   2.0,  25.3,  0.072, -0.001,  0.000,    -16.0,  1,  21.6,   0.9, 0.100
2025-11-07 11:16:34,        0,  29.6,   1.9,  25.2,  0.072, -0.001,  0.000,    -17.2,  1,  21.6,   0.9, 0.100
2025-11-07 11:16:35,        0,  29.6,   1.9,  25.2,  0.072, -0.001,  0.000,    -18.3,  1,  21.6,   0.9, 0.100
2025-11-07 11:16:36,        0,  29.7,   2.1,  25.2,  0.072, -0.001,  0.000,    -18.9,  1,  21.6,   0.9, 0.100
2025-11-07 11:16:37,        0,  29.9,   2.6,  25.2,  6.073,  4.321,  0.026,   2681.4,  1,  21.6,   0.8, 0.100
2025-11-07 11:16:38,        0,  30.1,   3.3,  25.2,  6.153,  4.356,  0.027,   6827.5,  1,  21.6,   0.8, 0.100
2025-11-07 11:16:39,        0,  30.1,   3.4,  25.2,  2.796,  1.235,  0.005,   9707.7,  1,  21.5,   0.8, 0.100
2025-11-07 11:16:40,        0,  29.6,   1.9,  25.2,  3.549,  1.925,  0.009,  12333.9,  1,  21.6,   0.8, 0.090
2025-11-07 11:16:41,        0,  30.9,   5.8,  25.2,  2.861,  1.497,  0.009,  13416.8,  1,  21.5,   0.8, 0.097
2025-11-07 11:16:42,        0,  31.3,   6.8,  25.2,  9.658,  7.750,  0.075,  20693.8,  1,  21.5,   0.8, 0.098
