Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-10-14 11:28:19,        0,  29.6,   1.7,  24.4,  0.788, -0.008,  0.000,     -6.0,  1,  21.6,   1.0, 0.100
2025-10-14 11:28:20,        0,  29.6,   1.7,  24.4,  0.763, -0.008,  0.000,    -13.4,  1,  21.5,   1.0, 0.100
2025-10-14 11:28:21,        0,  29.6,   1.7,  24.4,  0.740, -0.008,  0.000,    -20.9,  1,  21.5,   1.0, 0.100
2025-10-14 11:28:22,        0,  29.6,   1.7,  24.4,  0.708, -0.007,  0.000,    -29.2,  1,  21.6,   1.0, 0.099
2025-10-14 11:28:23,        0,  29.6,   1.9,  24.4,  0.688, -0.007,  0.000,    -36.3,  1,  21.6,   1.0, 0.098
2025-10-14 11:28:24,        0,  29.6,   1.7,  24.4,  0.662, -0.007,  0.000,    -43.5,  1,  21.6,   1.0, 0.098
2025-10-14 11:28:25,        0,  29.6,   1.9,  24.4,  0.646, -0.007,  0.000,    -50.6,  1,  21.6,   1.0, 0.098
2025-10-14 11:28:26,        0,  29.6,   1.9,  24.4,  0.623, -0.007,  0.000,    -58.9,  1,  21.6,   1.0, 0.098
2025-10-14 11:28:27,        0,  29.6,   1.7,  24.4,  0.609, -0.007,  0.000,    -66.1,  1,  21.6,   1.0, 0.098
2025-10-14 11:28:28,        0,  29.6,   1.9,  24.4,  0.596, -0.007,  0.000,    -72.7,  1,  21.6,   1.0, 0.098
2025-10-14 11:28:29,        0,  29.6,   1.7,  24.4,  0.576, -0.007,  0.000,    -79.3,  1,  21.5,   1.0, 0.098
2025-10-14 11:28:30,        0,  29.6,   1.7,  24.4,  0.564, -0.007,  0.000,    -87.3,  1,  21.6,   1.0, 0.098
2025-10-14 11:28:31,        0,  29.6,   1.9,  24.4,  0.547, -0.006,  0.000,    -93.3,  1,  21.5,   1.0, 0.098
2025-10-14 11:28:32,        0,  29.6,   1.7,  24.4,  0.536, -0.007,  0.000,    -99.6,  1,  21.6,   1.0, 0.099
2025-10-14 11:28:33,        0,  29.6,   1.9,  24.4,  0.520, -0.006,  0.000,   -106.7,  1,  21.6,   1.0, 0.099
2025-10-14 11:28:34,        0,  29.7,   2.2,  24.4,  0.510, -0.006,  0.000,   -112.7,  1,  21.6,   1.0, 0.099
2025-10-14 11:28:35,        0,  30.0,   3.1,  24.4,  0.500, -0.006,  0.000,   -118.4,  1,  21.6,   1.0, 0.099
2025-10-14 11:28:36,        0,  30.6,   4.8,  24.4,  5.751,  5.257,  0.030,   4592.8,  1,  21.5,   1.0, 0.099
2025-10-14 11:28:37,        0,  30.3,   4.0,  24.4,  5.633,  5.117,  0.030,  10972.3,  1,  21.6,   1.0, 0.099
2025-10-14 11:28:38,        0,  30.6,   4.9,  24.4,  5.970,  5.543,  0.033,  16395.1,  1,  21.6,   1.0, 0.099
2025-10-14 11:28:39,        0,  31.2,   6.7,  24.4,  5.960,  5.530,  0.033,77727001190.2,  1,  21.6,   1.1, 0.099
2025-10-14 11:28:40,        0,  31.5,   7.6,  24.4,  9.182,  9.618,  0.089,  31384.6,  1,  21.5,   1.0, 0.099
2025-10-14 11:28:41,        0,  32.2,   9.6,  24.4,  9.610, 10.161,  0.098,  42795.2,  1,  21.6,   1.0, 0.100
2025-10-14 11:28:42,        0,  34.0,  14.9,  24.4, 10.219, 10.936,  0.112,  54168.9,  1,  21.5,   1.0, 0.101
2025-10-14 11:28:43,        0,  34.1,  15.2,  24.3, 14.310, 16.161,  0.231,  69863.3,  1,  21.5,   1.0, 0.103
