Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-10-30 09:45:16,        0,  29.5,   1.6,  24.4,  0.000,  0.000,  0.000,      0.3,  1,  20.9,   1.0, 0.100
2025-10-30 09:45:17,        0,  29.5,   1.6,  24.4,  0.000,  0.001,  0.000,      0.6,  1,  20.9,   1.0, 0.100
2025-10-30 09:45:18,        0,  29.5,   1.6,  24.5,  0.000,  0.001,  0.000,      0.9,  1,  21.0,   1.0, 0.100
2025-10-30 09:45:19,        0,  29.5,   1.6,  24.5,  0.000,  0.000,  0.000,      1.1,  1,  20.9,   1.0, 0.098
2025-10-30 09:45:20,        0,  29.5,   1.6,  24.5,  0.000,  0.000,  0.000,      0.9,  1,  21.0,   1.0, 0.098
2025-10-30 09:45:21,        0,  29.5,   1.4,  24.5,  0.000,  0.001,  0.000,      1.4,  1,  20.9,   1.0, 0.097
2025-10-30 09:45:22,        0,  29.6,   1.8,  24.5,  0.000,  0.001,  0.000,      1.7,  1,  21.0,   1.0, 0.097
2025-10-30 09:45:23,        0,  29.5,   1.4,  24.5,  0.000,  0.000,  0.000,      1.7,  1,  20.9,   1.0, 0.097
2025-10-30 09:45:24,        0,  29.6,   1.8,  24.4,  0.000,  0.001,  0.000,      2.0,  1,  20.9,   1.0, 0.097
2025-10-30 09:45:25,        0,  29.5,   1.6,  24.5,  0.000,  0.000,  0.000,      2.3,  1,  21.0,   1.0, 0.097
2025-10-30 09:45:26,        0,  29.6,   1.8,  24.5,  0.000,  0.000,  0.000,      2.3,  1,  20.9,   1.0, 0.097
2025-10-30 09:45:27,        0,  29.6,   1.8,  24.5,  0.000,  0.000,  0.000,      2.3,  1,  20.9,   1.0, 0.097
2025-10-30 09:45:28,        0,  29.6,   1.8,  24.5,  0.000,  0.000,  0.000,      2.9,  1,  20.9,   1.0, 0.097
2025-10-30 09:45:29,        0,  29.6,   1.8,  24.5,  0.000,  0.000,  0.000,      3.1,  1,  20.9,   1.0, 0.097
2025-10-30 09:45:30,        0,  29.6,   1.8,  24.5,  0.000,  0.000,  0.000,      3.4,  1,  21.0,   1.0, 0.098
2025-10-30 09:45:31,        0,  29.5,   1.6,  24.4,  0.000,  0.001,  0.000,      3.7,  1,  20.9,   1.0, 0.098
2025-10-30 09:45:32,        0,  29.7,   2.0,  24.5,  0.000,  0.000,  0.000,      4.3,  1,  20.9,   1.0, 0.098
2025-10-30 09:45:33,        0,  29.8,   2.3,  24.4,  0.000,  0.000,  0.000,      4.6,  1,  21.0,   1.0, 0.098
2025-10-30 09:45:34,        0,  30.7,   5.1,  24.5,  2.341,  1.914,  0.011,   2663.3,  1,  20.9,   1.0, 0.099
2025-10-30 09:45:35,        0,  31.1,   6.4,  24.5,  7.336,  5.864,  0.043,   8607.4,  1,  20.9,   1.0, 0.099
2025-10-30 09:45:36,        0,  31.0,   5.9,  24.5,  8.774,  7.358,  0.065,  15913.9,  1,  21.0,   1.0, 0.099
2025-10-30 09:45:37,        0,  31.0,   5.9,  24.5,  9.344,  7.954,  0.074,  23728.8,  1,  20.9,   1.0, 0.100
2025-10-30 09:45:39,        0,  31.8,   8.5,  24.5, 10.074,  8.713,  0.091,  33740.0,  1,  21.0,   1.0, 0.101
2025-10-30 09:45:39,        0,  32.7,  11.1,  24.5, 15.630, 14.489,  0.227,  46046.7,  1,  20.9,   1.0, 0.105
2025-10-30 09:45:40,        0,  36.2,  21.6,  24.4, 17.242, 16.188,  0.283,  63652.3,  1,  21.0,   1.0, 0.170
2025-10-30 09:45:41,        0,  35.3,  18.8,  24.4, 22.893, 22.186,  0.515,  85779.8,  1,  20.9,   1.0, 0.105
2025-10-30 09:45:42,        0,  36.1,  21.4,  24.4, 24.440, 23.840,  0.599, 108259.4,  1,  20.9,   1.0, 0.099
2025-10-30 09:45:43,        0,  35.6,  19.8,  24.4, 21.184, 20.467,  0.437, 134237.8,  1,  20.9,   1.0, 0.098
2025-10-30 09:45:44,        0,  37.9,  26.6,  24.4, 27.074, 26.735,  0.727, 158866.3,  1,  20.9,   1.0, 0.098
2025-10-30 09:45:45,        0,  39.9,  32.7,  24.4, 31.949, 32.051,  1.031, 187580.1,  1,  20.9,   1.0, 0.099
2025-10-30 09:45:46,        0,  39.3,  30.8,  24.4, 33.356, 33.703,  1.127, 220270.4,  1,  20.9,   1.0, 0.099
2025-10-30 09:45:47,        0,  40.8,  35.3,  24.4, 32.457, 32.871,  1.069, 258844.2,  1,  20.9,   1.0, 0.099
2025-10-30 09:45:48,        0,  40.8,  35.5,  24.4, 41.808, 43.147,  1.806, 298467.6,  1,  20.9,   1.0, 0.099
