Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-10-30 15:21:52,        0,  29.8,   2.5,  25.5,  0.167, -0.002,  0.000,     -2.0,  1,  24.1,   1.1, 0.100
2025-10-30 15:21:52,        0,  29.8,   2.3,  25.5,  0.168, -0.002,  0.000,     -4.3,  1,  24.0,   1.0, 0.100
2025-10-30 15:21:53,        0,  29.8,   2.3,  25.5,  0.167, -0.003,  0.000,     -6.9,  1,  24.1,   1.1, 0.100
2025-10-30 15:21:55,        0,  29.8,   2.5,  25.5,  0.168, -0.002,  0.000,     -9.4,  1,  24.1,   1.1, 0.098
2025-10-30 15:21:56,        0,  29.8,   2.5,  25.5,  0.168, -0.003,  0.000,    -11.7,  1,  24.1,   1.1, 0.097
2025-10-30 15:21:57,        0,  29.8,   2.3,  25.5,  0.168, -0.002,  0.000,    -13.7,  1,  24.0,   1.1, 0.096
2025-10-30 15:21:57,        0,  29.8,   2.3,  25.5,  0.167, -0.003,  0.000,    -16.0,  1,  24.1,   1.0, 0.095
2025-10-30 15:21:59,        0,  29.8,   2.5,  25.5,  0.168, -0.003,  0.000,    -18.6,  1,  24.0,   1.1, 0.095
2025-10-30 15:22:00,        0,  29.8,   2.5,  25.5,  0.167, -0.002,  0.000,    -20.6,  1,  24.0,   1.1, 0.094
2025-10-30 15:22:01,        0,  29.8,   2.5,  25.5,  0.168, -0.003,  0.000,    -23.2,  1,  24.1,   1.0, 0.094
2025-10-30 15:22:01,        0,  29.8,   2.5,  25.5,  0.167, -0.003,  0.000,    -25.5,  1,  24.1,   1.0, 0.094
2025-10-30 15:22:03,        0,  29.8,   2.5,  25.5,  0.168, -0.003,  0.000,    -28.3,  1,  24.1,   1.0, 0.093
2025-10-30 15:22:04,        0,  29.8,   2.3,  25.5,  0.169, -0.003,  0.000,    -30.9,  1,  24.0,   1.0, 0.093
2025-10-30 15:22:05,        0,  29.8,   2.5,  25.5,  0.168, -0.003,  0.000,    -33.2,  1,  24.1,   1.0, 0.093
2025-10-30 15:22:05,        0,  29.9,   2.6,  25.5,  0.169, -0.002,  0.000,    -35.5,  1,  24.1,   1.0, 0.094
2025-10-30 15:22:07,        0,  29.8,   2.5,  25.5,  0.169, -0.003,  0.000,    -38.3,  1,  24.1,   1.0, 0.094
2025-10-30 15:22:08,        0,  29.8,   2.5,  25.5,  0.169, -0.002,  0.000,    -40.6,  1,  24.0,   1.0, 0.094
2025-10-30 15:22:09,        0,  29.8,   2.5,  25.5,  0.169, -0.002,  0.000,    -42.9,  1,  24.1,   1.0, 0.095
2025-10-30 15:22:09,        0,  29.9,   2.6,  25.5,  0.169, -0.002,  0.000,    -45.2,  1,  24.1,   1.0, 0.095
2025-10-30 15:22:11,        0,  30.1,   3.2,  25.5,  6.314,  4.350,  0.027,   3435.8,  1,  24.1,   1.0, 0.096
2025-10-30 15:22:12,        0,  30.2,   3.5,  25.5,  7.483,  5.414,  0.041,   8274.7,  1,  24.1,   1.0, 0.097
2025-10-30 15:22:12,        0,  30.5,   4.6,  25.5,  6.783,  4.776,  0.032,  12696.9,  1,  24.1,   1.0, 0.097
2025-10-30 15:22:14,        0,  30.6,   4.7,  25.5,  8.112,  5.984,  0.049,  19482.4,  1,  24.1,   1.0, 0.099
2025-10-30 15:22:15,        0,  31.1,   6.4,  25.5,  8.640,  6.466,  0.056,  25613.6,  1,  24.0,   1.0, 0.107
2025-10-30 15:22:16,        0,  31.8,   8.4,  25.4, 10.996,  8.627,  0.096,  33669.7,  1,  24.0,   1.0, 0.115
2025-10-30 15:22:16,        0,  32.1,   9.4,  25.5, 12.345,  9.861,  0.122,  43746.2,  1,  24.1,   1.0, 0.148
2025-10-30 15:22:18,        0,  33.5,  13.6,  25.4, 14.755, 12.090,  0.179,  57716.0,  1,  24.0,   1.0, 0.104
2025-10-30 15:22:19,        0,  32.0,   8.9,  25.4, 20.460, 17.362,  0.355,  72932.1,  1,  24.0,   1.0, 0.099
2025-10-30 15:22:20,        0,  34.6,  16.7,  25.5, 21.011, 17.885,  0.383,  86919.0,  1,  24.0,   1.0, 0.099
2025-10-30 15:22:20,        0,  34.1,  15.3,  25.4, 18.798, 15.860,  0.298, 103058.6,  1,  24.0,   1.0, 0.099
2025-10-30 15:22:22,        0,  34.1,  15.3,  25.4, 23.010, 19.799,  0.456, 124901.1,  1,  24.0,   1.0, 0.099
2025-10-30 15:22:23,        0,  36.1,  21.2,  25.4, 22.554, 19.395,  0.437, 143054.0,  1,  24.0,   1.0, 0.099
