Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-10-03 10:29:08,        0,  29.8,   2.3,  26.7,  0.185, -0.003,  0.000,     -2.6,  1,  21.6,   1.2, 0.116
2025-10-03 10:29:09,        0,  29.8,   2.3,  26.7,  0.184, -0.003,  0.000,     -5.4,  1,  21.6,   1.2, 0.113
2025-10-03 10:29:10,        0,  29.8,   2.5,  26.7,  0.184, -0.003,  0.000,     -7.7,  1,  21.6,   1.2, 0.105
2025-10-03 10:29:11,        0,  29.8,   2.3,  26.7,  0.184, -0.003,  0.000,    -10.6,  1,  21.6,   1.2, 0.102
2025-10-03 10:29:13,        0,  29.8,   2.3,  26.7,  0.184, -0.003,  0.000,    -14.0,  1,  21.6,   1.1, 0.101
2025-10-03 10:29:13,        0,  29.8,   2.5,  26.7,  0.184, -0.002,  0.000,    -16.3,  1,  21.6,   1.2, 0.100
2025-10-03 10:29:14,        0,  29.8,   2.3,  26.7,  0.184, -0.003,  0.000,    -18.9,  1,  21.6,   1.2, 0.100
2025-10-03 10:29:15,        0,  29.8,   2.5,  26.7,  0.184, -0.003,  0.000,    -21.7,  1,  21.6,   1.1, 0.100
2025-10-03 10:29:17,        0,  29.7,   2.1,  26.7,  0.183, -0.003,  0.000,    -25.2,  1,  21.6,   1.2, 0.100
2025-10-03 10:29:17,        0,  29.8,   2.5,  26.7,  0.186, -0.003,  0.000,    -28.3,  1,  21.6,   1.1, 0.100
2025-10-03 10:29:18,        0,  29.8,   2.3,  26.7,  0.187, -0.003,  0.000,    -31.2,  1,  21.6,   1.1, 0.100
2025-10-03 10:29:19,        0,  29.8,   2.3,  26.7,  0.188, -0.003,  0.000,    -33.8,  1,  21.6,   1.1, 0.100
2025-10-03 10:29:21,        0,  29.7,   2.0,  26.7,  0.188, -0.003,  0.000,    -37.2,  1,  21.6,   1.1, 0.100
2025-10-03 10:29:21,        0,  29.9,   2.7,  26.7,  0.188, -0.003,  0.000,    -39.8,  1,  21.6,   1.1, 0.100
2025-10-03 10:29:22,        0,  30.3,   3.9,  26.7,  5.399,  4.939,  0.027,   4247.5,  1,  21.6,   1.1, 0.100
2025-10-03 10:29:23,        0,  30.5,   4.4,  26.7,  7.546,  7.626,  0.058,  10562.6,  1,  21.6,   1.1, 0.100
2025-10-03 10:29:25,        0,  30.4,   4.1,  26.7,  5.912,  5.568,  0.033,  17428.5,  1,  21.6,   1.1, 0.100
2025-10-03 10:29:25,        0,  32.0,   9.0,  26.7,  9.350,  9.903,  0.093,  25545.5,  1,  21.6,   1.1, 0.101
2025-10-03 10:29:26,        0,  31.7,   8.1,  26.7, 10.010, 10.730,  0.111,  36528.1,  1,  21.6,   1.1, 0.101
2025-10-03 10:29:27,        0,  33.0,  12.1,  26.6, 11.360, 12.437,  0.143,  48363.9,  1,  21.6,   1.1, 0.101
2025-10-03 10:29:29,        0,  33.0,  12.0,  26.6, 10.377, 11.170,  0.116,  63006.6,  1,  21.5,   1.0, 0.100
2025-10-03 10:29:29,        0,  34.8,  17.3,  26.6, 15.750, 17.994,  0.286,  78534.2,  1,  21.6,   1.1, 0.075
2025-10-03 10:29:30,        0,  35.3,  18.8,  26.6, 15.692, 17.915,  0.283,  96355.3,  1,  21.6,   1.1, 0.091
2025-10-03 10:29:31,        0,  34.5,  16.4,  26.6, 17.716, 20.488,  0.363, 115814.8,  1,  21.5,   1.1, 0.097
2025-10-03 10:29:33,        0,  37.0,  24.1,  26.6, 20.211, 23.679,  0.480, 142674.6,  1,  21.5,   1.0, 0.099
2025-10-03 10:29:33,        0,  35.7,  20.2,  26.6, 25.626, 30.627,  0.790, 170390.2,  1,  21.5,   1.1, 0.100
2025-10-03 10:29:34,        0,  37.4,  25.1,  26.6, 25.211, 30.107,  0.762, 196293.4,  1,  21.5,   1.0, 0.100
2025-10-03 10:29:35,        0,  37.3,  25.0,  26.6, 22.355, 26.459,  0.597, 223053.7,  1,  21.5,   1.1, 0.100
2025-10-03 10:29:37,        0,  37.5,  25.5,  26.6, 28.102, 33.873,  0.953, 258439.1,  1,  21.5,   1.1, 0.100
2025-10-03 10:29:37,        0,  39.3,  30.9,  26.6, 29.334, 35.480,  1.041, 289960.7,  1,  21.5,   1.1, 0.100
2025-10-03 10:29:38,        0,  40.3,  33.9,  26.6, 32.088, 39.062,  1.265, 327103.0,  1,  21.5,   1.1, 0.100
2025-10-03 10:29:39,        0,  38.1,  27.4,  26.6, 30.599, 37.217,  1.148, 363218.6,  1,  21.5,   1.1, 0.100
2025-10-03 10:29:41,        0,  39.7,  32.0,  26.6, 26.662, 32.137,  0.859, 401210.7,  1,  21.5,   1.1, 0.100
2025-10-03 10:29:41,        0,  40.4,  34.3,  26.6, 32.726, 40.003,  1.310, 438113.6,  1,  21.5,   1.1, 0.100
2025-10-03 10:29:42,        0,  43.7,  44.0,  26.6, 32.230, 39.395,  1.284, 476151.2,  1,  21.5,   1.1, 0.100
2025-10-03 10:29:43,        0,  46.2,  51.5,  26.6, 40.159, 49.771,  2.000, 524330.0,  1,  21.5,   1.1, 0.100
2025-10-03 10:29:45,        0,  40.7,  35.2,  26.7, 35.070, 43.308,  1.537, 577844.3,  1,  21.6,   1.1, 0.117
2025-10-03 10:29:45,        0,  41.8,  38.5,  26.6, 38.461, 47.745,  1.856, 621858.2,  1,  21.5,   1.1, 0.113
2025-10-03 10:29:46,        0,  44.0,  45.0,  26.7, 39.015, 48.564,  1.909, 666545.7,  1,  21.5,   1.1, 0.105
2025-10-03 10:29:47,        0,  42.6,  40.8,  26.6, 44.764, 56.176,  2.516, 716542.7,  1,  21.5,   1.1, 0.102
2025-10-03 10:29:48,        0,  42.8,  41.3,  26.6, 38.490, 48.025,  1.851, 762778.5,  1,  21.5,   1.1, 0.101
2025-10-03 10:29:49,        0,  44.8,  47.3,  26.7, 45.796, 57.802,  2.655, 826543.3,  1,  21.5,   1.1, 0.100
2025-10-03 10:29:50,        0,  41.5,  37.6,  26.7, 39.907, 50.133,  2.004, 873976.7,  1,  21.5,   1.0, 0.100
