Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-11-11 13:36:55,        0,  29.7,   2.1,  25.1,  0.430, -0.006,  0.000,     -4.3,  1,  22.7,   1.0, 0.100
2025-11-11 13:36:56,        0,  29.7,   2.1,  25.1,  0.422, -0.006,  0.000,     -9.7,  1,  22.7,   0.9, 0.100
2025-11-11 13:36:56,        0,  29.8,   2.3,  25.1,  0.417, -0.005,  0.000,    -14.9,  1,  22.7,   1.0, 0.100
2025-11-11 13:36:57,        0,  29.8,   2.3,  25.1,  0.411, -0.005,  0.000,    -20.3,  1,  22.7,   1.0, 0.100
2025-11-11 13:36:58,        0,  29.8,   2.3,  25.1,  0.403, -0.005,  0.000,    -25.5,  1,  22.7,   1.0, 0.099
2025-11-11 13:36:59,        0,  29.8,   2.3,  25.1,  0.398, -0.005,  0.000,    -30.3,  1,  22.7,   1.0, 0.099
2025-11-11 13:37:01,        0,  29.8,   2.5,  25.1,  0.391, -0.005,  0.000,    -36.3,  1,  22.7,   1.0, 0.099
2025-11-11 13:37:01,        0,  29.8,   2.3,  25.1,  0.387, -0.005,  0.000,    -41.2,  1,  22.7,   1.0, 0.099
2025-11-11 13:37:02,        0,  29.8,   2.5,  25.1,  0.382, -0.005,  0.000,    -45.8,  1,  22.7,   1.0, 0.098
2025-11-11 13:37:04,        0,  29.8,   2.5,  25.1,  0.376, -0.005,  0.000,    -51.8,  1,  22.7,   1.0, 0.098
2025-11-11 13:37:04,        0,  29.8,   2.5,  25.1,  0.371, -0.005,  0.000,    -56.4,  1,  22.7,   1.0, 0.098
2025-11-11 13:37:05,        0,  29.8,   2.3,  25.1,  0.365, -0.005,  0.000,    -61.2,  1,  22.7,   1.0, 0.098
2025-11-11 13:37:06,        0,  29.8,   2.5,  25.1,  0.361, -0.005,  0.000,    -66.1,  1,  22.7,   1.0, 0.098
2025-11-11 13:37:08,        0,  29.7,   2.1,  25.1,  0.356, -0.005,  0.000,    -71.5,  1,  22.7,   1.0, 0.097
