Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-10-16 11:45:42,        0,  29.8,   2.5,  24.9,  0.139, -0.002,  0.000,     -1.7,  1,  21.9,   1.0, 0.096
2025-10-16 11:45:43,        0,  29.8,   2.5,  24.8,  0.139, -0.002,  0.000,     -3.7,  1,  21.8,   1.0, 0.096
2025-10-16 11:45:44,        0,  29.9,   2.7,  24.8,  0.139, -0.002,  0.000,     -5.4,  1,  21.9,   1.0, 0.096
2025-10-16 11:45:45,        0,  29.8,   2.5,  24.9,  5.698,  4.008,  0.023,   3107.6,  1,  21.9,   1.0, 0.094
2025-10-16 11:45:45,        0,  29.8,   2.5,  24.8,  1.408,  0.093,  0.000,   3329.7,  1,  21.9,   1.0, 0.091
2025-10-16 11:45:47,        0,  29.6,   1.7,  24.8,  1.070,  0.002,  0.000,   3337.7,  1,  21.8,   1.0, 0.088
2025-10-16 11:45:48,        0,  29.7,   2.0,  24.9,  0.989, -0.004,  0.000,   3334.2,  1,  21.8,   1.0, 0.086
2025-10-16 11:45:49,        0,  29.7,   2.2,  24.9,  0.935, -0.006,  0.000,   3327.7,  1,  21.9,   1.0, 0.084
2025-10-16 11:45:49,        0,  29.7,   2.0,  24.8,  0.878, -0.008,  0.000,   3320.5,  1,  21.9,   1.0, 0.082
2025-10-16 11:45:51,        0,  29.7,   2.0,  24.9,  0.832, -0.008,  0.000,   3311.3,  1,  21.8,   1.0, 0.080
2025-10-16 11:45:52,        0,  29.7,   2.2,  24.9,  0.804, -0.008,  0.000,   3303.9,  1,  21.9,   0.9, 0.079
2025-10-16 11:45:53,        0,  29.7,   2.0,  24.9,  0.779, -0.008,  0.000,   3296.5,  1,  21.9,   0.9, 0.078
2025-10-16 11:45:54,        0,  29.7,   2.0,  24.9,  0.756, -0.008,  0.000,   3289.0,  1,  21.9,   0.9, 0.077
2025-10-16 11:45:55,        0,  29.6,   1.9,  24.9,  0.723, -0.008,  0.000,   3280.2,  1,  21.9,   0.9, 0.076
2025-10-16 11:45:56,        0,  29.7,   2.2,  24.9,  0.695, -0.009,  0.000,   3272.4,  1,  21.9,   1.0, 0.075
2025-10-16 11:45:57,        0,  29.7,   2.0,  24.9,  0.679, -0.008,  0.000,   3265.0,  1,  21.9,   1.0, 0.075
2025-10-16 11:45:58,        0,  29.7,   2.2,  24.9,  0.662, -0.008,  0.000,   3257.3,  1,  21.9,   1.0, 0.075
2025-10-16 11:45:59,        0,  29.8,   2.5,  24.9,  0.640, -0.007,  0.000,   3248.7,  1,  21.9,   1.0, 0.075
2025-10-16 11:46:00,        0,  30.0,   3.1,  24.9,  2.677,  1.675,  0.010,   5336.1,  1,  21.9,   1.0, 0.075
2025-10-16 11:46:01,        0,  30.1,   3.2,  24.9,  6.200,  4.503,  0.028,   9596.4,  1,  21.9,   1.0, 0.075
2025-10-16 11:46:02,        0,  30.3,   3.8,  24.9,  6.681,  4.967,  0.033,  14240.2,  1,  21.9,   1.0, 0.075
2025-10-16 11:46:03,        0,  30.7,   5.0,  24.9,  7.312,  5.584,  0.042,  21074.9,  1,  21.9,   1.0, 0.075
2025-10-16 11:46:04,        0,  31.0,   5.9,  24.8,  8.700,  6.950,  0.061,  27859.5,  1,  21.9,   1.0, 0.075
2025-10-16 11:46:05,        0,  31.8,   8.3,  24.8, 10.778,  8.989,  0.097,  36401.4,  1,  21.8,   1.0, 0.079
2025-10-16 11:46:06,        0,  32.5,  10.4,  24.7, 11.699,  9.880,  0.116,  46060.5,  1,  21.8,   1.0, 0.083
2025-10-16 11:46:07,        0,  31.9,   8.7,  24.8, 14.936, 13.078,  0.196,  60185.1,  1,  21.8,   1.0, 0.549
2025-10-16 11:46:08,        0,  33.3,  13.0,  24.8, 16.019, 14.101,  0.227,  72759.5,  1,  21.8,   1.0, 0.155
2025-10-16 11:46:09,        0,  34.9,  17.8,  24.7, 24.106, 22.125,  0.553,  92015.1,  1,  21.7,   0.9, 0.106
2025-10-16 11:46:10,        0,  39.6,  31.7,  24.8, 25.037, 23.046,  0.578, 115330.1,  1,  21.8,   0.9, 0.098
2025-10-16 11:46:11,        0,  39.7,  32.1,  24.8, 38.253, 36.474,  1.397, 157600.0,  1,  21.8,   0.9, 0.097
2025-10-16 11:46:12,        0,  43.4,  43.1,  24.8, 39.455, 37.820,  1.494, 194670.9,  1,  21.8,   0.9, 0.097
2025-10-16 11:46:13,        0,  43.5,  43.5,  24.8, 48.654, 47.426,  2.311, 239859.3,  1,  21.8,   0.9, 0.098
2025-10-16 11:46:14,        0,  41.9,  38.7,  24.8, 45.574, 44.429,  2.027, 284590.5,  1,  21.8,   0.9, 0.098
2025-10-16 11:46:15,        0,  44.1,  45.4,  24.8, 50.228, 48.895,  2.463, 339000.0,  1,  21.8,   0.9, 0.098
2025-10-16 11:46:16,        0,  43.5,  43.5,  24.8, 52.040, 50.131,  2.620, 386714.2,  1,  21.8,   0.9, 0.098
2025-10-16 11:46:17,        0,  45.2,  48.7,  24.8, 43.416, 41.155,  1.825, 430792.0,  1,  21.8,   0.9, 0.099
2025-10-16 11:46:18,        0,  44.8,  47.5,  24.8, 57.715, 53.287,  3.080, 481648.4,  1,  21.8,   0.9, 0.099
2025-10-16 11:46:19,        0,  44.9,  47.8,  24.8, 48.330, 42.446,  2.056, 536696.5,  1,  21.8,   0.9, 0.099
