DIC file name,DIC file number,Sample type,notes,Date index,Corresponding Vindta,Reference,File date,timestamp (UTC),Integrated current raw [uAs],Negative slope corrected current [uAs],Difference negative removal,Integration time,Volume (mL),Raw DIC (umol/L),Negative removed DIC (umol/L),Daily reference DIC (umol/L)
co2data 23-10 (5).txt,201,Nose,,5,4,,23/10/2025,08:43:28,4542049,4543716.1,1667.1,480,25,1883.0008,1883.692,2291.5635
co2data 23-10 (6).txt,202,Nose,,6,5,,23/10/2025,09:03:42,4728582.4,4730393.2,1810.8,480,25,1960.3321,1961.0828,2291.5635
co2data 23-10 (7).txt,203,Nose,,7,6,,23/10/2025,09:20:16,4892216.8,4893981.2,1764.4,480,25,2028.1702,2028.9016,2291.5635
co2data 23-10 (8).txt,204,Nose,,8,7,,23/10/2025,09:34:56,5030260.9,5032109.9,1849,480,25,2085.3992,2086.1658,2291.5635
co2data 23-10 (9).txt,205,Nose,,9,8,,23/10/2025,09:51:02,5100295.9,5102108.5,1812.6,480,25,2114.4337,2115.1851,2291.5635
co2data 23-10 (10).txt,206,Nose,,10,9,,23/10/2025,10:08:12,5133674.7,5135379.8,1705.1,480,25,2128.2716,2128.9784,2291.5635
co2data 23-10 (11).txt,207,Nose,,11,10,,23/10/2025,10:22:00,5187770.7,5189623.7,1853,480,25,2150.6982,2151.4664,2291.5635
co2data 23-10 (12).txt,208,Nose,,12,11,,23/10/2025,10:35:26,5363939.4,5365780.3,1840.9,480,25,2223.7326,2224.4958,2291.5635
co2data 23-10 (13).txt,209,Nose,,13,12,,23/10/2025,10:51:54,5498593.4,5500316.8,1723.4,480,25,2279.5562,2280.2707,2291.5635
co2data 23-10 (14).txt,210,Nose,,14,,1,23/10/2025,11:03:18,5559225.2,5561209.4,1984.2,480,25,2304.6924,2305.515,2291.5635
co2data 23-10 (15).txt,211,Nose,,15,13,,23/10/2025,11:16:04,5471265.9,5473006.7,1740.8,480,25,2268.227,2268.9487,2291.5635
co2data 23-10 (16).txt,212,Nose,,16,,1,23/10/2025,12:47:52,5506084.3,5507714,1629.7,480,25,2282.6617,2283.3373,2291.5635
co2data 23-10 (17).txt,213,Nose,,17,14,,23/10/2025,13:02:18,5164659.7,5166482.5,1822.8,481,25,2141.117,2141.8727,2291.5635
co2data 23-10 (18).txt,214,Nose,,18,15,,23/10/2025,13:16:10,5488457.2,5490284.8,1827.6,480,25,2275.354,2276.1117,2291.5635
co2data 23-10 (19).txt,215,Nose,,19,16,1,23/10/2025,13:28:00,5512229.1,5513746.4,1517.3,480,25,2285.2092,2285.8382,2291.5635
co2data 24-10 (1).txt,216,Nose,,1,,1,24/10/2025,09:31:30,5549531.5,5549980.8,449.3,480,25,2300.6736,2300.8599,2298.9816
co2data 24-10 (2).txt,217,Nose,,2,,1,24/10/2025,09:43:54,5541940,5543334.3,1394.3,480,25,2297.5264,2298.1045,2298.9816
co2data 24-10 (3).txt,218,Nose,,3,,,24/10/2025,10:05:26,5496406.6,5498257.6,1851,480,25,2278.6496,2279.417,2298.9816
co2data 24-10 (4).txt,219,Nose,,4,,,24/10/2025,11:11:12,5483687.1,5485589.2,1902.1,480,25,2273.3765,2274.165,2298.9816
co2data 24-10 (5).txt,220,Nose,,5,,1,24/10/2025,11:26:30,5541107.3,5543035.1,1927.8,480,25,2297.1812,2297.9804,2298.9816
co2data 24-10 (6).txt,221,Nose,,6,,,24/10/2025,11:39:08,5535237.9,5537196.4,1958.5,480,25,2294.7479,2295.5599,2298.9816
co2data 24-10 (7).txt,222,Nose,0.15 mL long experiment,7,,,24/10/2025,11:51:20,5728657.4,5730562,1904.6,480,25,2374.934,2375.7236,2298.9816
co2data 24-10 (8).txt,223,Nose,0.3 mL,8,,,24/10/2025,12:01:50,5318522.9,5320276.4,1753.5,481,25,2204.9042,2205.6312,2298.9816
co2data 24-10 (9).txt,224,Nose,0.45 mL,9,,,24/10/2025,12:12:58,4959518.5,4961304.9,1786.4,480,25,2056.0715,2056.8121,2298.9816
co2data 24-10 (10).txt,225,Nose,0.6 mL,10,,,24/10/2025,12:24:12,4556685,4558418.8,1733.8,480,25,1889.0685,1889.7873,2298.9816
co2data 24-10 (11).txt,226,Nose,0.75 mL,11,,,24/10/2025,12:37:00,4163536.5,4165381.4,1844.9,481,25,1726.0806,1726.8454,2298.9816
co2data 27-10 (1).txt,227,Nose,,1,,1,27/10/2025,07:58:24,5514086.1,5514265.1,179,480,25,2285.979,2286.0532,2288.21053
co2data 27-10 (2).txt,228,Nose,,2,,1,27/10/2025,08:14:28,5522162.9,5523726.8,1563.9,480,25,2289.3274,2289.9758,2288.21053
co2data 27-10 (3).txt,229,Nose,,3,1,,27/10/2025,08:25:40,4138291.9,4140072.2,1780.3,480,25,1715.6149,1716.353,2288.21053
co2data 27-10 (4).txt,230,Nose,,4,,,27/10/2025,08:55:32,5503136,5504728.5,1592.5,480,25,2281.4394,2282.0996,2288.21053
co2data 27-10 (5).txt,231,Nose,,5,2,,27/10/2025,09:10:24,4268852.2,4270308.3,1456.1,480,25,1769.7414,1770.3451,2288.21053
co2data 27-10 (6).txt,232,Nose,,6,3,,27/10/2025,09:25:28,4417522.4,4419144.3,1621.9,480,25,1831.3757,1832.0481,2288.21053
co2data 27-10 (7).txt,233,Nose,,7,4,,27/10/2025,09:42:02,4471591.1,4473061,1469.9,480,25,1853.791,1854.4004,2288.21053
co2data 27-10 (8).txt,234,Nose,,8,5,,27/10/2025,10:01:56,4567419.7,4569030.1,1610.4,480,25,1893.5188,1894.1864,2288.21053
co2data 27-10 (9).txt,235,Nose,,9,6,,27/10/2025,10:15:02,4714233.8,4715665.1,1431.3,480,25,1954.3836,1954.977,2288.21053
co2data 27-10 (10).txt,236,Nose,,10,7,,27/10/2025,10:30:20,4916912.4,4918421.7,1509.3,480,25,2038.4082,2039.034,2288.21053
co2data 27-10 (11).txt,237,Nose,,11,8,,27/10/2025,10:47:02,5091759.3,5093207.9,1448.6,480,25,2110.8947,2111.4952,2288.21053
co2data 27-10 (12).txt,238,Nose,,12,9,,27/10/2025,11:01:28,5217414.5,5218844,1429.5,480,25,2162.9876,2163.5803,2288.21053
co2data 27-10 (13).txt,239,Nose,,13,10,,27/10/2025,11:48:52,5337131.6,5338450.7,1319.1,480,25,2212.6188,2213.1657,2288.21053
co2data 27-10 (14).txt,240,Nose,,14,,,27/10/2025,12:24:04,5499801.3,5501061,1259.7,480,25,2280.0569,2280.5792,2288.21053
co2data 27-10 (15).txt,241,Nose,,15,,1,27/10/2025,12:35:22,5518981.2,5520414.5,1433.3,480,25,2288.0084,2288.6026,2288.21053
co2data 27-10 (16).txt,242,Nose,,16,11,,27/10/2025,12:47:42,5463436,5464925.7,1489.7,480,25,2264.981,2265.5985,2288.21053
co2data 27-10 (17).txt,243,Nose,,17,12,,27/10/2025,13:30:32,4142129.1,4143625.5,1496.4,480,25,1717.2057,1717.8261,2288.21053
co2data 27-10 (18).txt,244,Nose,,18,,,27/10/2025,13:52:24,5500181.8,5501754.4,1572.6,480,25,2280.2147,2280.8666,2288.21053
co2data 28-10 (1).txt,245,Nose,,1,,,28/10/2025,08:00:02,5416161.2,5416362.8,201.6,480,25,2245.3822,2245.4658,2288.48195
co2data 28-10 (2).txt,246,Nose,,2,,1,28/10/2025,08:12:30,5505293.9,5506647.9,1354,480,25,2282.334,2282.8954,2288.48195
co2data 28-10 (3).txt,247,Nose,,3,,1,28/10/2025,08:39:02,5532029.7,5533599.1,1569.4,481,25,2293.4179,2294.0685,2288.48195
co2data 28-10 (4).txt,248,Nose,,4,2,,28/10/2025,08:52:14,4052731.9,4054415.2,1683.3,480,25,1680.1443,1680.8421,2288.48195
co2data 28-10 (5).txt,249,Nose,,5,,,28/10/2025,10:31:54,5509078.4,5510594.9,1516.5,480,25,2283.903,2284.5317,2288.48195
co2data 28-10 (6).txt,250,Nose,,6,3,,28/10/2025,10:50:40,4029141.9,4030914.8,1772.9,480,25,1670.3645,1671.0995,2288.48195
co2data 28-10 (7).txt,251,Nose,,7,4,,28/10/2025,11:59:56,4172767.5,4174500,1732.5,481,25,1729.9075,1730.6257,2288.48195
co2data 28-10 (8).txt,252,Nose,,8,,,28/10/2025,12:12:44,5449084.5,5450649.3,1564.8,480,25,2259.0312,2259.68,2288.48195
co2data 28-10 (9).txt,253,Nose,,9,5,,28/10/2025,12:29:52,4318309.2,4319777.1,1467.9,480,25,1790.2448,1790.8534,2288.48195
co2data 28-10 (10).txt,254,Nose,,10,6,,28/10/2025,12:50:44,4508245.6,4509919.9,1674.3,480,25,1868.9869,1869.681,2288.48195
co2data 28-10 (11).txt,255,Nose,,11,7,,28/10/2025,13:08:42,4690194.9,4691934.3,1739.4,480,25,1944.4178,1945.1389,2288.48195
co2data 28-10 (12).txt,256,Nose,,12,8,,28/10/2025,13:26:32,4827394.1,4828951.4,1557.3,480,25,2001.2966,2001.9422,2288.48195
co2data 28-10 (13).txt,257,Nose,,13,9,,28/10/2025,13:40:32,4958935.9,4960516.1,1580.2,480,25,2055.83,2056.4851,2288.48195
co2data 28-10 (14).txt,258,Nose,,14,10,,28/10/2025,13:58:10,5068210.8,5069764.1,1553.3,480,25,2101.1321,2101.7761,2288.48195
co2data 28-10 (15).txt,259,Nose,,15,11,,28/10/2025,14:29:48,5218990.8,5220623.4,1632.6,480,25,2163.6411,2164.3179,2288.48195
co2data 29-10 (1).txt,260,Junk_old,,1,,1,29/10/2025,10:17:36,5487352.1,5488704.3,1352.2,480,25,2274.8959,2275.4565,2277.91893
co2data 29-10 (2).txt,261,Junk_old,,2,,1,29/10/2025,10:30:56,5499821.8,5501281.7,1459.9,480,25,2280.0654,2280.6707,2277.91893
co2data 29-10 (3).txt,262,Junk_old,,3,3,,29/10/2025,10:50:04,4018361.9,4019731.5,1369.6,480,25,1665.8955,1666.4632,2277.91893
co2data 29-10 (4).txt,263,Junk_old,,4,4,,29/10/2025,12:02:02,4056023.5,4057462.3,1438.8,481,25,1681.5089,1682.1053,2277.91893
co2data 29-10 (5).txt,264,Junk_old,,5,5,,29/10/2025,12:13:14,1052007.3,1053367.5,1360.2,480,25,436.1315,436.6954,2277.91893
co2data 29-10 (6).txt,265,Junk_old,,6,,1,29/10/2025,12:25:00,5492569.8,5493946.1,1376.3,480,25,2277.059,2277.6296,2277.91893
co2data 29-10 (7).txt,266,Junk_old,,7,6,,29/10/2025,12:44:14,2969300.3,2970711.3,1411,481,25,1230.9852,1231.5701,2277.91893
co2data 29-10 (8).txt,267,Nose,,8,,,29/10/2025,12:57:06,5374454.1,5375738.1,1284,480,25,2228.0917,2228.624,2275.0762
co2data 29-10 (9).txt,268,Nose,,9,7,,29/10/2025,13:13:34,4071777.3,4073095.4,1318.1,480,25,1688.0399,1688.5864,2275.0762
co2data 29-10 (10).txt,269,Nose,,10,8,,29/10/2025,13:28:36,5268149.4,5269346.3,1196.9,481,25,2184.0208,2184.517,2275.0762
co2data 29-10 (11).txt,270,Nose,,11,9,,29/10/2025,13:44:30,5433307.2,5434527.9,1220.7,481,25,2252.4904,2252.9965,2275.0762
co2data 29-10 (12).txt,271,Nose,,12,,1,29/10/2025,13:55:52,5486557.4,5487787,1229.6,480,25,2274.5664,2275.0762,2275.0762
co2data 29-10 (13).txt,272,Nose,,13,,,29/10/2025,14:10:18,5273599.7,5274771.9,1172.2,480,25,2186.2804,2186.7663,2275.0762
co2data 29-10 (14).txt,273,Nuts,,14,10,,29/10/2025,14:20:54,3764816.5,3766209,1392.5,481,25,1560.7829,1561.3602,2136.5814
co2data 29-10 (15).txt,274,Nuts,,15,,1,29/10/2025,14:34:30,5152547.8,5153719.2,1171.4,480,25,2136.0958,2136.5814,2136.5814
co2data 29-10 (16).txt,275,Nose,,16,,,29/10/2025,14:46:48,5082501.1,5083632.8,1131.7,480,25,2107.0565,2107.5256,2275.0762
co2data 29-10 (17).txt,276,Nose,,17,,,29/10/2025,14:59:12,4829743.6,4830909.6,1166,480,25,2002.2706,2002.754,2275.0762
co2data 29-10 (18).txt,277,Nuts,,18,12,,29/10/2025,15:11:04,3809332.3,3810656.3,1324,480,25,1579.2379,1579.7868,2136.5814
co2data 29-10 (19).txt,278,Nose,,19,,,29/10/2025,15:24:34,4537822.8,4538930.1,1107.3,480,25,1881.2488,1881.7078,2275.0762
co2data 29-10 (20).txt,279,Nose,,20,,,29/10/2025,15:53:14,4280562.1,4281551.3,989.2,480,25,1774.596,1775.0061,2275.0762
co2data 30-10 (1).txt,280,Junk_old,,1,,1,30/10/2025,08:58:28,5493151.5,5493307.2,155.7,480,25,2277.3001,2277.3647,2277.01187
co2data 30-10 (2).txt,281,Junk_old,,2,,1,30/10/2025,09:11:48,5491719.4,5492709.1,989.7,480,25,2276.7064,2277.1167,2277.01187
co2data 30-10 (3).txt,282,Junk_old,,3,2,,30/10/2025,09:27:58,4040256.7,4041847.9,1591.2,480,25,1674.9724,1675.6321,2277.01187
co2data 30-10 (4).txt,283,Junk_old,,4,,1,30/10/2025,09:39:04,5501090.8,5502582,1491.2,481,25,2280.5915,2281.2097,2277.01187
co2data 30-10 (5).txt,284,Junk_old,,5,3,,30/10/2025,09:54:00,4055421.2,4056753.4,1332.2,480,25,1681.2592,1681.8114,2277.01187
co2data 30-10 (6).txt,285,Junk_old,,6,4,,30/10/2025,10:09:40,4701485.3,4702997.4,1512.1,480,25,1949.0985,1949.7253,2277.01187
co2data 30-10 (7).txt,286,Junk_old,,7,5,,30/10/2025,10:27:26,4264713.2,4266154,1440.8,481,25,1768.0255,1768.6228,2277.01187
co2data 30-10 (8).txt,287,Junk_old,,8,6,,30/10/2025,10:43:24,4466996.6,4468408.5,1411.9,480,25,1851.8863,1852.4716,2277.01187
co2data 30-10 (9).txt,288,Junk_old,,9,7,,30/10/2025,10:57:22,4673529.6,4675028,1498.4,480,25,1937.5088,1938.13,2277.01187
co2data 30-10 (10).txt,289,Junk_old,,10,8,,30/10/2025,11:11:02,4865038.1,4866497.2,1459.1,480,25,2016.9027,2017.5076,2277.01187
co2data 30-10 (11).txt,290,Junk_old,,11,9,,30/10/2025,12:01:16,5454611.9,5455981.3,1369.4,480,25,2261.3227,2261.8905,2277.01187
co2data 30-10 (12).txt,291,Junk_old,,12,,1,30/10/2025,12:14:46,5496603.2,5497735.7,1132.5,480,25,2278.7311,2279.2006,2277.01187
co2data 30-10 (13).txt,292,Junk_old,,13,10,,30/10/2025,12:30:20,4974755.1,4976041,1285.9,481,25,2062.3881,2062.9212,2277.01187
co2data 30-10 (14).txt,293,Junk_old,,14,11,,30/10/2025,12:47:48,5146702.3,5147938.7,1236.4,480,25,2133.6724,2134.185,2277.01187
co2data 30-10 (15).txt,294,Junk_old,,15,12,,30/10/2025,13:03:30,5145597.1,5146762.6,1165.5,480,25,2133.2142,2133.6974,2277.01187
co2data 30-10 (16).txt,295,Junk_old,,16,13,,30/10/2025,13:21:50,4099137.9,4100419.8,1281.9,480,25,1699.3828,1699.9143,2277.01187
co2data 30-10 (17).txt,296,Junk_old,,17,14,,30/10/2025,13:36:50,5001192,5002239.8,1047.8,480,25,2073.3481,2073.7825,2277.01187
co2data 30-10 (18).txt,297,Junk_old,,18,15,,30/10/2025,13:49:24,5214418.4,5215555.4,1137,480,25,2161.7455,2162.2169,2277.01187
co2data 30-10 (19).txt,298,Junk_old,,19,16,,30/10/2025,14:02:34,5250755.2,5251978.1,1222.9,480,25,2176.8097,2177.3167,2277.01187
co2data 30-10 (20).txt,299,Junk_old,,20,17,,30/10/2025,14:22:12,5287374.5,5288473.5,1099,480,25,2191.991,2192.4466,2277.01187
co2data 30-10 (21).txt,300,Junk_old,,21,,1,30/10/2025,14:33:16,5489295,5490413,1118,480,25,2275.7013,2276.1648,2277.01187
co2data 30-10 (22).txt,301,Junk_old,,22,18,,30/10/2025,14:48:10,5329123.5,5330178,1054.5,480,25,2209.2989,2209.7361,2277.01187
co2data 30-10 (23).txt,302,Junk_old,,23,19,,30/10/2025,15:01:30,5362706,5363811.8,1105.8,480,25,2223.2212,2223.6797,2277.01187
co2data 30-10 (24).txt,303,Junk_old,,24,20,,30/10/2025,15:15:22,5394449.6,5395523.8,1074.2,480,25,2236.3812,2236.8265,2277.01187
co2data 30-10 (25).txt,304,Junk_old,,25,21,,30/10/2025,15:31:10,5423717.9,5424712.5,994.6,480,25,2248.515,2248.9273,2277.01187
co2data 30-10 (26).txt,305,Junk_old,,26,22,,30/10/2025,15:43:12,5441176.1,5442286.5,1110.4,480,25,2255.7527,2256.213,2277.01187
co2data 30-10 (27).txt,306,Junk_old,,27,,1,30/10/2025,16:03:10,5476990.3,5477990.2,999.9,480,25,2270.6002,2271.0147,2277.01187
co2data 30-10 (28).txt,307,Junk_old,,28,23,,30/10/2025,16:24:50,4160891.6,4161929.7,1038.1,480,25,1724.9841,1725.4145,2277.01187
co2data 03-11 (1).txt,308,Junk_old,,1,,1,03/11/2025,09:17:46,5452857.6,5452942.5,84.9,480,25,2260.5955,2260.6307,2263.9175
co2data 03-11 (2).txt,309,Junk_old,,2,,1,03/11/2025,09:35:48,5461898.7,5462615.3,716.6,481,25,2264.3436,2264.6407,2263.9175
co2data 03-11 (3).txt,310,Junk_old,,3,,1,03/11/2025,09:54:50,5463923,5465013.5,1090.5,480,25,2265.1829,2265.6349,2263.9175
co2data 03-11 (4).txt,311,Junk_old,,4,,1,03/11/2025,10:26:14,5466463.9,5466914.8,450.9,480,25,2266.2362,2266.4232,2263.9175
co2data 03-11 (5).txt,312,Junk_old,,5,,1,03/11/2025,10:38:52,5458621.8,5459906.3,1284.5,480,25,2262.9851,2263.5176,2263.9175
co2data 03-11 (6).txt,313,Junk_old,,6,3,,03/11/2025,11:02:46,4070215.3,4071445.1,1229.8,480,25,1687.3924,1687.9022,2263.9175
co2data 03-11 (7).txt,314,Junk_old,,7,,1,03/11/2025,11:54:04,5456399.8,5457832.4,1432.6,480,25,2262.064,2262.6579,2263.9175
co2data 03-11 (8).txt,315,Junk_old,,8,4,,03/11/2025,12:11:14,1244732.4,1246101.8,1369.4,480,25,516.0297,516.5974,2263.9175
co2data 03-11 (9).txt,316,Junk_old,,9,5,,03/11/2025,12:33:22,4934028.7,4935249.5,1220.8,480,25,2045.5042,2046.0103,2263.9175
co2data 03-11 (10).txt,317,Junk_old,,10,6,,03/11/2025,12:51:36,3742767,3743854,1087,481,25,1551.6419,1552.0925,2263.9175
co2data 03-11 (11).txt,318,Junk_old,,11,7,,03/11/2025,13:04:34,4436979.7,4438149.5,1169.8,480,25,1839.4422,1839.9271,2263.9175
co2data 03-11 (12).txt,319,Junk_old,,12,8,,03/11/2025,13:41:24,4300460.7,4301660.8,1200.1,480,25,1782.8454,1783.3429,2263.9175
co2data 03-11 (13).txt,320,Junk_old,,13,9,,03/11/2025,14:02:12,2002222.9,2003566.9,1344,480,25,830.0631,830.6203,2263.9175
co2data 03-11 (14).txt,321,Junk_old,,14,10,,03/11/2025,14:34:48,2809092.4,2810394.4,1302,480,25,1164.5676,1165.1074,2263.9175
co2data 03-11 (15).txt,322,Junk_old,,15,11,,03/11/2025,14:56:04,4829555.4,4830685.6,1130.2,480,25,2002.1926,2002.6611,2263.9175
co2data 03-11 (16).txt,323,Junk_old,,16,12,,03/11/2025,15:15:24,4703990.3,4705146.9,1156.6,480,25,1950.137,1950.6165,2263.9175
co2data 03-11 (17).txt,324,Junk_old,,17,13,,03/11/2025,15:32:20,4770063.6,4771161,1097.4,480,25,1977.529,1977.984,2263.9175
co2data 03-11 (18).txt,325,Junk_old,,18,14,,03/11/2025,15:44:42,4963533,4964705.2,1172.2,480,25,2057.7358,2058.2217,2263.9175
co2data 04-11 (1).txt,326,Junk_old,strippper changed,1,,,04/11/2025,08:41:58,4701996.6,4702086.7,90.1,480,25,1949.3104,1949.3478,2249.61052
co2data 04-11 (2).txt,327,Junk_old,,2,,,04/11/2025,08:53:46,4341503.1,4342327.2,824.1,481,25,1799.8604,1800.202,2249.61052
co2data 04-11 (3).txt,328,Junk_old,,3,,,04/11/2025,09:12:14,4919848.2,4920997,1148.8,480,25,2039.6253,2040.1016,2249.61052
co2data 04-11 (4).txt,329,Junk_old,improved seal,4,,1,04/11/2025,09:45:18,5428882,5430071.3,1189.3,480,25,2250.6559,2251.1489,2249.61052
co2data 04-11 (5).txt,330,Junk_old,,5,,1,04/11/2025,11:00:30,5429212.7,5430396.1,1183.4,480,25,2250.793,2251.2836,2249.61052
co2data 04-11 (6).txt,331,Junk_old,,6,2,,04/11/2025,11:44:54,2200665.5,2201978.6,1313.1,480,25,912.3316,912.876,2249.61052
co2data 04-11 (7).txt,332,Junk_old,,7,3,,04/11/2025,11:56:10,2832232.9,2833462.1,1229.2,480,25,1174.161,1174.6706,2249.61052
co2data 04-11 (8).txt,333,Junk_old,,8,4,,04/11/2025,13:27:16,668246.5,669659.8,1413.3,480,25,277.0355,277.6214,2249.61052
co2data 04-11 (9).txt,334,Junk_old,,9,5,,04/11/2025,13:51:44,3814338,3815426.6,1088.6,480,25,1581.3131,1581.7644,2249.61052
co2data 04-11 (10).txt,335,Junk_old,,10,6,,04/11/2025,14:11:22,5074389.5,5075511.6,1122.1,480,25,2103.6936,2104.1588,2249.61052
co2data 04-11 (11).txt,336,Junk_old,,11,7,,04/11/2025,14:22:04,5073070.2,5074186.1,1115.9,480,25,2103.1467,2103.6093,2249.61052
co2data 04-11 (12).txt,337,Junk_old,,12,8,,04/11/2025,14:37:10,4873692.4,4874733.8,1041.4,481,25,2020.4905,2020.9222,2249.61052
co2data 04-11 (13).txt,338,Junk_old,,13,,1,04/11/2025,14:48:44,5402889.3,5403974.8,1085.5,480,25,2239.8801,2240.3301,2249.61052
co2data 04-11 (14).txt,339,Junk_old,,14,9,,04/11/2025,15:03:16,4639924,4640909.4,985.4,480,25,1923.5769,1923.9855,2249.61052
co2data 04-11 (15).txt,340,Junk_old,,15,,1,04/11/2025,15:17:06,5439957,5440999.7,1042.7,480,25,2255.2473,2255.6795,2249.61052
co2data 04-11 (16).txt,341,Junk_old,Shows loss throughout the day,16,,,04/11/2025,15:31:34,5413678.1,5414768.9,1090.8,480,25,2244.3528,2244.805,2249.61052
co2data 05-11 (1).txt,342,Junk_old,,1,,,05/11/2025,09:09:16,5295240.1,5295335.9,95.8,480,25,2195.2519,2195.2916,2245.0459
co2data 05-11 (2).txt,343,Junk_old,,2,,,05/11/2025,10:00:34,5360266.1,5361016.7,750.6,481,25,2222.2097,2222.5209,2245.0459
co2data 05-11 (3).txt,344,Junk_old,,3,,1,05/11/2025,10:10:26,5432853.8,5433617.5,763.7,480,25,2252.3025,2252.6191,2245.0459
co2data 05-11 (4).txt,345,Junk_old,,4,,1,05/11/2025,10:22:00,5424855.3,5425839.6,984.3,480,25,2248.9865,2249.3946,2245.0459
co2data 05-11 (5).txt,346,Junk_old,,5,2,,05/11/2025,10:35:40,4035272,4036309.5,1037.5,480,25,1672.9059,1673.336,2245.0459
co2data 05-11 (6).txt,347,Junk_old,,6,,1,05/11/2025,10:47:30,5385566.8,5386592.7,1025.9,480,25,2232.6987,2233.124,2245.0459
co2data 05-11 (7).txt,348,Junk_old,,7,3,,05/11/2025,11:01:22,4065731,4066812.5,1081.5,481,25,1685.5333,1685.9817,2245.0459
co2data 05-11 (8).txt,349,Junk,,8,,1,05/11/2025,11:38:02,5271146.7,5272105.9,959.2,480,25,2185.2634,2185.6611,2183.98265
co2data 05-11 (9).txt,350,Junk_old,,9,4,,05/11/2025,12:06:12,2314672,2315740,1068,480,25,959.5954,960.0382,2245.0459
co2data 05-11 (10).txt,351,Junk_old,,10,5,,05/11/2025,12:18:06,2972308.2,2973364.9,1056.7,480,25,1232.2321,1232.6702,2245.0459
co2data 05-11 (11).txt,352,Junk,,11,,1,05/11/2025,12:28:50,5263158.8,5264008.7,849.9,480,25,2181.9519,2182.3042,2183.98265
co2data 05-11 (12).txt,353,Junk_old,,12,6,,05/11/2025,12:46:50,3523811.6,3524802.5,990.9,480,25,1460.8693,1461.2801,2245.0459
co2data 05-11 (13).txt,354,Junk_old,,13,7,,05/11/2025,13:24:58,3938729.2,3939640.6,911.4,480,25,1632.8821,1633.2599,2245.0459
co2data 07-11 (1).txt,355,Junk_old_2,,1,,,07/11/2025,10:14:16,5494668.6,5494900.1,231.5,720,25,2277.9291,2278.0251,2273.1214
co2data 07-11 (2).txt,356,Junk_old_2,,2,,1,07/11/2025,10:27:44,5482328.8,5483049.6,720.8,480,25,2272.8134,2273.1122,2273.1214
co2data 07-11 (3).txt,357,Junk_old_2,,3,,1,07/11/2025,10:43:28,5481565.6,5483013.5,1447.9,600,25,2272.497,2273.0972,2273.1214
co2data 07-11 (4).txt,358,Junk_old_2,,4,1,,07/11/2025,11:10:34,4104027.5,4105984.9,1957.4,721,25,1701.4099,1702.2214,2273.1214
co2data 07-11 (5).txt,359,Junk_old_2,,5,2,,07/11/2025,11:42:24,4071636,4073418.4,1782.4,720,25,1687.9813,1688.7203,2273.1214
co2data 07-11 (6).txt,360,Junk_old_2,,6,3,,07/11/2025,11:58:26,2676869.3,2678734.8,1865.5,720,25,1109.7518,1110.5252,2273.1214
co2data 07-11 (7).txt,361,Junk_old_2,,7,4,,07/11/2025,12:18:48,4095538.3,4097457.8,1919.5,720,25,1697.8905,1698.6863,2273.1214
co2data 07-11 (8).txt,362,Junk_old_2,,8,5,,07/11/2025,12:38:20,4079069.9,4080860.1,1790.2,720,25,1691.0632,1691.8054,2273.1214
co2data 07-11 (9).txt,363,Junk_old_2,,9,6,,07/11/2025,12:56:48,4584206.6,4586167,1960.4,720,25,1900.4781,1901.2909,2273.1214
co2data 07-11 (10).txt,364,Junk_old_2,,10,7,,07/11/2025,13:13:48,4528656.8,4530389.7,1732.9,720,25,1877.4488,1878.1672,2273.1214
co2data 07-11 (11).txt,365,Junk_old_2,,11,,1,07/11/2025,13:30:16,5481496.5,5483152.5,1656,720,25,2272.4683,2273.1548,2273.1214
co2data 07-11 (12).txt,366,Junk_old_2,,12,8,,07/11/2025,13:46:30,2553998,2555822.7,1824.7,721,25,1058.813,1059.5694,2273.1214
co2data 07-11 (13).txt,367,Junk_old_2,,13,,,07/11/2025,14:03:08,5473136.3,5474729.4,1593.1,720,25,2269.0024,2269.6629,2273.1214
co2data 07-11 (14).txt,368,Junk_old_2,,14,9,,07/11/2025,14:49:58,4552651.2,4554270.5,1619.3,720,25,1887.3962,1888.0675,2273.1214
co2data 07-11 (15).txt,369,Junk_old_2,,15,10,,07/11/2025,15:06:02,1837606.1,1839491.2,1885.1,720,25,761.8178,762.5993,2273.1214
co2data 10-11 (1).txt,370,Junk_old_2,,1,,,10/11/2025,08:48:28,5488991.6,5489420.8,429.2,720,25,2275.5756,2275.7535,
co2data 10-11 (2).txt,371,Junk_old_2,,2,,,10/11/2025,09:07:24,5489958,5491394.5,1436.5,720,25,2275.9762,2276.5717,
co2data 10-11 (3).txt,372,Junk_old_2,,3,,,10/11/2025,09:25:50,3998495.1,3999979.6,1484.5,720,25,1657.6593,1658.2747,
co2data 10-11 (4).txt,373,Junk_old_2,,4,,,10/11/2025,09:45:52,4087668.1,4089067.9,1399.8,720,25,1694.6278,1695.2081,
co2data 10-11 (5).txt,374,Crm,,5,,,10/11/2025,10:18:54,4971295.5,4972484.5,1189,720,25,2060.9539,2061.4468,
co2data 10-11 (6).txt,375,Junk_old_2,,6,,,10/11/2025,11:42:56,3410101,3410713.7,612.7,720,25,1413.7283,1413.9823,
co2data 10-11 (7).txt,376,Junk_old_2,,7,,,10/11/2025,11:58:44,1831703.6,1832556.5,852.9,720,25,759.3708,759.7244,
co2data 10-11 (8).txt,377,Junk_old_2,,8,,,10/11/2025,12:16:04,3748989.8,3749376.5,386.7,720,25,1554.2216,1554.382,
