titration_index,Titrant Mass,sample type,file_not_good,date,bottle nr,acid_added_mL,waiting time (minutes),Titration duration (seconds),Titrant Molinity,acid_increment_mL,reference_DIC,calculated_DIC,Alkalinity,slope,intercept,r_squared,plateau_C_percent,spread_C_percent,Predicted 0 acid DIC from PYCO2SYS
247,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old,,2025-11-05,3,4.2,0.0,638.0,0.0994127310626206,0.15,2189.740026100913,1646.405652777245,2317.655694950972,-41387.77995168686,100.4311818453847,0.9999104105343621,0.6553205926100009,0.0006131266755302435,2253.0125134405034
248,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old,,2025-11-05,4,4.2,22.0,,0.0994127310626206,0.15,2189.740026100913,937.5026546030072,2319.814003153688,-41347.91343988539,100.43030858797796,0.9999106013378396,0.6547541067445232,0.0006168835338480398,2252.7940427609833
249,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old,,2025-11-05,5,4.2,11.0,,0.0994127310626206,0.15,2189.740026100913,1203.73500215931,2320.310367568018,-41338.76732564164,100.43010830938347,0.9999106451112835,0.6546241426727679,0.0006177528436038624,2252.8184060742406
250,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old,,2025-11-05,6,4.2,5.33333,620.0,0.0994127310626206,0.15,2189.740026100913,1426.978606547685,2319.055921476059,-41361.91931148798,100.43061532941066,0.9999105343051911,0.6549531255335326,0.0006155577125863812,2249.7133437211537
251,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old,,2025-11-05,7,4.2,2.0,,0.0994127310626206,0.15,2189.740026100913,1594.921422821136,2321.2948283703,-41320.632385866986,100.42971126596849,0.9999107319047776,0.6543664476797553,0.000619484788920271,2248.7033502289028
252,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_2,,2025-11-07,1,4.2,0.0,602.0,0.0994127310626206,0.15,2220.421546431846,1664.720528456932,2319.455258261773,-41419.88206583982,100.42506193647026,0.9999133032210651,0.6601988401624975,0.0006054729805323776,2295.082333386794
253,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_2,,2025-11-07,2,4.2,0.0,603.0,0.0994127310626206,0.15,2220.421546431846,1651.516865098717,2321.814136643638,-41376.381508814484,100.4241297935583,0.9999135017239812,0.6595756556532716,0.0006095038338730684,2279.1394687650845
254,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_2,,2025-11-07,3,4.2,14.0,,0.0994127310626206,0.15,2220.421546431846,1086.059720438681,2315.726747033244,-41488.83651016448,100.42654053313687,0.9999129885865758,0.6611866444463951,0.0005992065746994111,2290.7145880079083
255,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_2,,2025-11-07,4,4.2,0.0,609.0,0.0994127310626206,0.15,2220.421546431846,1661.263308649833,2319.548555614286,-41418.17371593804,100.42502532000985,0.9999133110164926,0.6601743667945467,0.0006056301270326558,2292.887482572167
256,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_2,,2025-11-07,5,4.2,1.0,611.0,0.0994127310626206,0.15,2220.421546431846,1654.533998652756,2319.660283645063,-41416.12740397015,100.4249814607448,0.9999133203541049,0.6601450518224738,0.0006058185000466222,2291.1762320784396
261,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_2,,2025-11-07,10,4.2,27.0,,0.0994127310626206,0.15,2220.421546431846,745.7988189414648,2321.79623254477,-41376.73878241652,100.42413744728347,0.9999135000936291,0.6595807739700323,0.0006094704826629579,2292.319380166272
275,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_2,,2025-11-11,2,4.2,0.0,619.0,0.0994127310626206,0.15,2209.437444920454,1624.483931324325,2318.992282281053,-41428.36807510976,100.42524383543994,0.9999132644984953,0.660320408192254,0.0006046937133974822,2280.278254404045
288,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_2,,2025-11-11,15,4.2,0.0,625.0,0.0994127310626206,0.15,2209.437444920454,1692.53446863509,2320.980234159277,-41391.67547565311,100.42445746019037,0.999913431933225,0.6597947570666438,0.0006080797093244497,2282.7300305560957
296,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_2,,2025-11-11,23,4.2,0.0,628.0,0.0994127310626206,0.15,2209.437444920454,1641.005942827562,2321.293313807535,-41385.98897095868,100.42433562204613,0.9999134578822702,0.659713292384285,0.0006086083329308009,2282.27703951425
299,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_3,,2025-11-12,2,4.2,0.0,598.0,0.0994127310626206,0.15,2254.448908062236,1709.354814822435,2356.079189289937,-40819.95754885901,100.40530380033958,0.9999190582185921,0.6560484653453551,0.0006606978191176599,2329.904142922071
300,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_3,,2025-11-12,3,4.2,0.0,594.0,0.0994127310626206,0.15,2254.448908062236,1715.435415720642,2357.198315392142,-40799.94778212119,100.40488805541112,0.9999191450863896,0.65575934882337,0.0006629795228495193,2331.309580371948
301,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_3,,2025-11-12,4,4.2,0.0,595.0,0.0994127310626206,0.15,2254.448908062236,1716.724815740372,2357.87473073713,-40787.8442405616,100.40463663163042,0.9999191976299856,0.6555844671841264,0.0006643682876492997,2332.598962453069
313,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_3,,2025-11-12,16,4.2,0.0,590.0,0.0994127310626206,0.15,2254.448908062236,1704.683298472945,2356.570320903302,-40811.159985254075,100.40512099911248,0.9999190964114725,0.6559213514571971,0.0006616988313307863,2331.5681693670804
314,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_3,,2025-11-13,1,4.2,0.0,604.0,0.0994127310626206,0.15,2263.763511299966,1694.570018247522,2343.998641617346,-41036.254942810374,100.40843686245978,0.9999186884432085,0.6605721019390215,0.0006372526469299058,2316.7188072123513
315,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_3,,2025-11-13,2,4.2,0.0,607.0,0.0994127310626206,0.15,2263.763511299966,1724.993723865378,2352.539865515873,-40883.38282445848,100.40662230883252,0.9999187828585079,0.6569648768228966,0.0006535805442905227,2323.557532905788
337,"[0.         0.00015339 0.00030677 0.00046016 0.00061355 0.00076694
 0.00092032 0.00107371 0.0012271  0.00138049 0.00153387 0.00168726
 0.00184065 0.00199404 0.00214742 0.00230081 0.0024542  0.00260759
 0.00276097 0.00291436 0.00306775 0.00322114 0.00337452 0.00352791
 0.0036813  0.00383468 0.00398807 0.00414146]",Junk_old_3,,2025-11-13,24,4.2,0.0,612.0,0.0994127310626206,0.15,2263.763511299966,1725.606445971222,2358.412556314373,-40778.31064325518,100.40443862066483,0.9999192390163668,0.6554467179842512,0.0006654667815375369,2325.94785144271
