Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251021-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	178.650	0.000
0.150	206.750	0.000
0.300	227.050	0.000
0.450	240.450	0.000
0.600	250.800	0.000
0.750	259.650	0.000
0.900	267.350	0.000
1.050	274.350	0.000
1.200	281.250	0.000
1.350	288.350	0.000
1.500	295.800	0.000
1.650	304.100	0.000
1.800	313.900	0.000
1.950	326.550	0.000
2.100	345.600	0.000
2.250	378.900	0.000
2.400	406.050	0.000
2.550	420.750	0.000
2.700	430.250	0.000
2.850	437.150	0.000
3.000	442.600	0.000
3.150	447.200	0.000
3.300	451.000	0.000
3.450	454.400	0.000
3.600	457.300	0.000
3.750	460.100	0.000
3.900	462.500	0.000
4.050	464.600	0.000
