Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_3-251112-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.550	0.000
0.150	197.850	0.000
0.300	221.150	0.000
0.450	236.200	0.000
0.600	247.200	0.000
0.750	256.200	0.000
0.900	264.050	0.000
1.050	271.200	0.000
1.200	278.050	0.000
1.350	284.800	0.000
1.500	291.700	0.000
1.650	299.100	0.000
1.800	307.500	0.000
1.950	317.300	0.000
2.100	330.100	0.000
2.250	350.050	0.000
2.400	383.100	0.000
2.550	408.250	0.000
2.700	422.400	0.000
2.850	431.600	0.000
3.000	438.400	0.000
3.150	443.700	0.000
3.300	448.200	0.000
3.450	452.000	0.000
3.600	455.250	0.000
3.750	458.200	0.000
3.900	460.900	0.000
4.050	463.300	0.000
