Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250918-03.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	169.000	0.000
0.150	193.350	0.000
0.300	216.350	0.000
0.450	231.950	0.000
0.600	243.350	0.000
0.750	252.600	0.000
0.900	260.650	0.000
1.050	267.950	0.000
1.200	274.900	0.000
1.350	281.750	0.000
1.500	288.800	0.000
1.650	296.300	0.000
1.800	304.950	0.000
1.950	315.250	0.000
2.100	328.950	0.000
2.250	351.450	0.000
2.400	386.600	0.000
2.550	409.450	0.000
2.700	422.550	0.000
2.850	431.250	0.000
3.000	437.800	0.000
3.150	443.000	0.000
3.300	447.300	0.000
3.450	451.050	0.000
3.600	454.300	0.000
3.750	457.150	0.000
3.900	459.850	0.000
4.050	462.150	0.000
