Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251028-06-2_7mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.750	0.000
0.150	198.450	0.000
0.300	221.350	0.000
0.450	236.100	0.000
0.600	247.000	0.000
0.750	255.950	0.000
0.900	263.850	0.000
1.050	270.850	0.000
1.200	277.900	0.000
1.350	284.800	0.000
1.500	291.850	0.000
1.650	299.650	0.000
1.800	308.400	0.000
1.950	318.950	0.000
2.100	333.200	0.000
2.250	357.100	0.000
2.400	390.950	0.000
2.550	411.750	0.000
