Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251017-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	181.750	0.000
0.150	208.500	0.000
0.300	228.150	0.000
0.450	241.550	0.000
0.600	251.650	0.000
0.750	260.450	0.000
0.900	268.000	0.000
1.050	274.850	0.000
1.200	281.750	0.000
1.350	288.700	0.000
1.500	295.800	0.000
1.650	303.700	0.000
1.800	312.600	0.000
1.950	323.750	0.000
2.100	339.250	0.000
2.250	365.700	0.000
2.400	398.400	0.000
2.550	416.900	0.000
2.700	428.150	0.000
2.850	436.050	0.000
3.000	442.100	0.000
3.150	446.950	0.000
3.300	451.100	0.000
3.450	454.600	0.000
3.600	457.700	0.000
3.750	460.600	0.000
3.900	463.050	0.000
4.050	465.350	0.000
