Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251023-04-3_0mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	177.950	0.000
0.150	205.100	0.000
0.300	225.750	0.000
0.450	239.550	0.000
0.600	249.950	0.000
0.750	258.600	0.000
0.900	266.300	0.000
1.050	273.250	0.000
1.200	280.150	0.000
1.350	286.900	0.000
1.500	294.050	0.000
1.650	301.800	0.000
1.800	310.450	0.000
1.950	321.000	0.000
2.100	335.250	0.000
2.250	359.200	0.000
2.400	392.800	0.000
2.550	413.400	0.000
2.700	425.600	0.000
2.850	433.850	0.000
