Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250916-07.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	160.400	0.000
0.150	183.000	0.000
0.300	208.850	0.000
0.450	226.350	0.000
0.600	238.250	0.000
0.750	247.650	0.000
0.900	255.650	0.000
1.050	263.000	0.000
1.200	269.700	0.000
1.350	276.250	0.000
1.500	282.850	0.000
1.650	290.000	0.000
1.800	297.700	0.000
1.950	306.550	0.000
2.100	317.550	0.000
2.250	333.250	0.000
2.400	360.450	0.000
2.550	393.850	0.000
2.700	412.950	0.000
2.850	424.700	0.000
3.000	432.750	0.000
3.150	438.950	0.000
3.300	444.100	0.000
3.450	448.350	0.000
3.600	451.950	0.000
3.750	455.100	0.000
3.900	457.900	0.000
4.050	460.550	0.000
