Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251028-04-3_6mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.950	0.000
0.150	198.650	0.000
0.300	221.450	0.000
0.450	236.200	0.000
0.600	247.000	0.000
0.750	255.900	0.000
0.900	263.750	0.000
1.050	270.850	0.000
1.200	277.950	0.000
1.350	284.750	0.000
1.500	291.950	0.000
1.650	299.650	0.000
1.800	308.400	0.000
1.950	318.950	0.000
2.100	333.350	0.000
2.250	357.150	0.000
2.400	391.000	0.000
2.550	411.950	0.000
2.700	424.000	0.000
2.850	432.400	0.000
3.000	438.600	0.000
3.150	443.750	0.000
3.300	447.950	0.000
3.450	451.550	0.000
