Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251105-06-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	165.550	0.000
0.150	190.250	0.000
0.300	216.200	0.000
0.450	233.050	0.000
0.600	244.950	0.000
0.750	254.550	0.000
0.900	262.800	0.000
1.050	270.050	0.000
1.200	277.200	0.000
1.350	284.150	0.000
1.500	291.250	0.000
1.650	298.950	0.000
1.800	307.700	0.000
1.950	318.050	0.000
2.100	331.850	0.000
2.250	354.450	0.000
2.400	388.550	0.000
2.550	410.800	0.000
2.700	423.650	0.000
2.850	432.250	0.000
3.000	438.700	0.000
3.150	443.800	0.000
3.300	448.150	0.000
3.450	451.800	0.000
3.600	455.000	0.000
3.750	457.900	0.000
3.900	460.550	0.000
4.050	462.850	0.000
