Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251028-05-3_15mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.750	0.000
0.150	197.650	0.000
0.300	220.850	0.000
0.450	235.850	0.000
0.600	246.650	0.000
0.750	255.800	0.000
0.900	263.450	0.000
1.050	270.850	0.000
1.200	277.700	0.000
1.350	284.550	0.000
1.500	291.650	0.000
1.650	299.500	0.000
1.800	308.150	0.000
1.950	318.550	0.000
2.100	332.800	0.000
2.250	356.300	0.000
2.400	390.300	0.000
2.550	411.450	0.000
2.700	423.750	0.000
2.850	432.100	0.000
3.000	438.550	0.000
