Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250917-11.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	165.850	0.000
0.150	190.750	0.000
0.300	215.600	0.000
0.450	231.350	0.000
0.600	242.750	0.000
0.750	251.950	0.000
0.900	259.750	0.000
1.050	267.300	0.000
1.200	274.150	0.000
1.350	280.850	0.000
1.500	287.800	0.000
1.650	295.250	0.000
1.800	303.500	0.000
1.950	313.250	0.000
2.100	326.150	0.000
2.250	346.150	0.000
2.400	379.950	0.000
2.550	406.250	0.000
2.700	420.550	0.000
2.850	429.900	0.000
3.000	436.700	0.000
3.150	442.200	0.000
3.300	446.700	0.000
3.450	450.500	0.000
3.600	453.800	0.000
3.750	456.800	0.000
3.900	459.450	0.000
4.050	461.850	0.000
