Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250930-06-3_15mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	167.700	0.000
0.150	193.300	0.000
0.300	216.650	0.000
0.450	231.950	0.000
0.600	242.950	0.000
0.750	252.150	0.000
0.900	260.050	0.000
1.050	267.250	0.000
1.200	274.300	0.000
1.350	281.050	0.000
1.500	288.250	0.000
1.650	295.800	0.000
1.800	304.450	0.000
1.950	314.550	0.000
2.100	328.150	0.000
2.250	350.150	0.000
2.400	384.750	0.000
2.550	408.050	0.000
2.700	421.200	0.000
2.850	429.950	0.000
3.000	436.500	0.000
