Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251029-07-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.300	0.000
0.150	197.850	0.000
0.300	220.750	0.000
0.450	235.550	0.000
0.600	246.500	0.000
0.750	255.350	0.000
0.900	263.350	0.000
1.050	270.550	0.000
1.200	277.550	0.000
1.350	284.400	0.000
1.500	291.500	0.000
1.650	299.100	0.000
1.800	307.950	0.000
1.950	318.450	0.000
2.100	332.750	0.000
2.250	356.400	0.000
2.400	390.200	0.000
2.550	411.150	0.000
2.700	423.400	0.000
2.850	431.800	0.000
3.000	438.000	0.000
3.150	443.150	0.000
3.300	447.400	0.000
3.450	451.000	0.000
3.600	454.200	0.000
3.750	457.000	0.000
3.900	459.650	0.000
4.050	462.000	0.000
