Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251022-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	175.950	0.000
0.150	203.350	0.000
0.300	224.750	0.000
0.450	238.700	0.000
0.600	249.350	0.000
0.750	258.200	0.000
0.900	266.000	0.000
1.050	273.000	0.000
1.200	279.750	0.000
1.350	286.700	0.000
1.500	293.850	0.000
1.650	301.850	0.000
1.800	310.950	0.000
1.950	322.350	0.000
2.100	338.650	0.000
2.250	367.050	0.000
2.400	398.950	0.000
2.550	416.350	0.000
2.700	427.200	0.000
2.850	434.800	0.000
3.000	440.600	0.000
3.150	445.500	0.000
3.300	449.500	0.000
3.450	453.000	0.000
3.600	456.100	0.000
3.750	458.900	0.000
3.900	461.350	0.000
4.050	463.600	0.000
