Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251111-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.650	0.000
0.150	196.350	0.000
0.300	220.550	0.000
0.450	236.400	0.000
0.600	247.750	0.000
0.750	257.050	0.000
0.900	265.050	0.000
1.050	272.250	0.000
1.200	279.150	0.000
1.350	286.100	0.000
1.500	293.150	0.000
1.650	300.900	0.000
1.800	309.550	0.000
1.950	319.900	0.000
2.100	333.850	0.000
2.250	356.650	0.000
2.400	390.650	0.000
2.550	412.600	0.000
2.700	425.300	0.000
2.850	433.850	0.000
3.000	440.200	0.000
3.150	445.400	0.000
3.300	449.650	0.000
3.450	453.300	0.000
3.600	456.500	0.000
3.750	459.500	0.000
3.900	462.100	0.000
4.050	464.350	0.000
