Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251027-04-2_85mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	173.300	0.000
0.150	200.350	0.000
0.300	222.500	0.000
0.450	236.850	0.000
0.600	247.500	0.000
0.750	256.300	0.000
0.900	264.050	0.000
1.050	271.250	0.000
1.200	278.200	0.000
1.350	285.100	0.000
1.500	292.200	0.000
1.650	299.950	0.000
1.800	308.650	0.000
1.950	319.200	0.000
2.100	333.700	0.000
2.250	357.650	0.000
2.400	391.250	0.000
2.550	411.900	0.000
2.700	424.050	0.000
