Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251111-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.650	0.000
0.150	196.150	0.000
0.300	220.550	0.000
0.450	236.300	0.000
0.600	247.650	0.000
0.750	257.000	0.000
0.900	265.050	0.000
1.050	272.300	0.000
1.200	279.100	0.000
1.350	286.000	0.000
1.500	293.100	0.000
1.650	300.800	0.000
1.800	309.500	0.000
1.950	319.850	0.000
2.100	333.850	0.000
2.250	356.850	0.000
2.400	390.850	0.000
2.550	412.700	0.000
2.700	425.300	0.000
2.850	433.800	0.000
3.000	440.100	0.000
3.150	445.300	0.000
3.300	449.600	0.000
3.450	453.200	0.000
3.600	456.450	0.000
3.750	459.400	0.000
3.900	462.000	0.000
4.050	464.250	0.000
