Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251029-04-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	169.800	0.000
0.150	196.200	0.000
0.300	219.850	0.000
0.450	235.000	0.000
0.600	246.200	0.000
0.750	255.300	0.000
0.900	263.150	0.000
1.050	270.350	0.000
1.200	277.300	0.000
1.350	284.150	0.000
1.500	291.100	0.000
1.650	298.750	0.000
1.800	307.400	0.000
1.950	317.750	0.000
2.100	331.550	0.000
2.250	354.300	0.000
2.400	388.150	0.000
2.550	410.300	0.000
2.700	423.000	0.000
2.850	431.600	0.000
3.000	437.950	0.000
3.150	443.100	0.000
3.300	447.400	0.000
3.450	451.100	0.000
3.600	454.300	0.000
3.750	457.150	0.000
3.900	459.800	0.000
4.050	462.100	0.000
