Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251029-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.400	0.000
0.150	196.550	0.000
0.300	220.250	0.000
0.450	235.350	0.000
0.600	246.450	0.000
0.750	255.450	0.000
0.900	263.350	0.000
1.050	270.650	0.000
1.200	277.600	0.000
1.350	284.500	0.000
1.500	291.550	0.000
1.650	299.100	0.000
1.800	307.950	0.000
1.950	318.500	0.000
2.100	332.900	0.000
2.250	357.000	0.000
2.400	391.100	0.000
2.550	411.900	0.000
2.700	424.200	0.000
2.850	432.250	0.000
3.000	438.600	0.000
3.150	443.700	0.000
3.300	447.900	0.000
3.450	451.550	0.000
3.600	454.650	0.000
3.750	457.500	0.000
3.900	460.150	0.000
4.050	462.500	0.000
