Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251030-05-3_6mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	169.050	0.000
0.150	195.350	0.000
0.300	219.050	0.000
0.450	234.350	0.000
0.600	245.550	0.000
0.750	254.550	0.000
0.900	262.650	0.000
1.050	269.800	0.000
1.200	276.750	0.000
1.350	283.500	0.000
1.500	290.650	0.000
1.650	298.150	0.000
1.800	306.850	0.000
1.950	317.150	0.000
2.100	330.900	0.000
2.250	353.450	0.000
2.400	387.400	0.000
2.550	409.550	0.000
2.700	422.300	0.000
2.850	430.900	0.000
3.000	437.300	0.000
3.150	442.500	0.000
3.300	446.800	0.000
3.450	450.500	0.000
