Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251014-06-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	166.000	0.000
0.150	196.150	0.000
0.300	221.950	0.000
0.450	237.850	0.000
0.600	249.450	0.000
0.750	259.200	0.000
0.900	267.800	0.000
1.050	275.700	0.000
1.200	283.600	0.000
1.350	291.800	0.000
1.500	301.000	0.000
1.650	311.850	0.000
1.800	326.200	0.000
1.950	349.650	0.000
2.100	388.150	0.000
2.250	412.100	0.000
2.400	425.100	0.000
2.550	433.700	0.000
2.700	440.250	0.000
2.850	445.500	0.000
3.000	449.750	0.000
3.150	453.500	0.000
3.300	456.700	0.000
3.450	459.650	0.000
3.600	462.200	0.000
3.750	464.500	0.000
3.900	466.700	0.000
4.050	468.600	0.000
