Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_3-251112-12-4_2mL-0_15incrmL_mixing-time-6sec.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.100	0.000
0.150	197.500	0.000
0.300	221.000	0.000
0.450	235.900	0.000
0.600	247.000	0.000
0.750	255.950	0.000
0.900	263.900	0.000
1.050	271.200	0.000
1.200	278.150	0.000
1.350	285.000	0.000
1.500	292.200	0.000
1.650	300.050	0.000
1.800	308.950	0.000
1.950	319.750	0.000
2.100	334.700	0.000
2.250	360.250	0.000
2.400	394.050	0.000
2.550	413.700	0.000
2.700	425.400	0.000
2.850	433.400	0.000
3.000	439.500	0.000
3.150	444.450	0.000
3.300	448.600	0.000
3.450	452.200	0.000
3.600	455.400	0.000
3.750	458.100	0.000
3.900	460.800	0.000
4.050	463.050	0.000
