Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251111-15-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.750	0.000
0.150	196.550	0.000
0.300	220.850	0.000
0.450	236.600	0.000
0.600	247.950	0.000
0.750	257.200	0.000
0.900	265.300	0.000
1.050	272.500	0.000
1.200	279.450	0.000
1.350	286.350	0.000
1.500	293.400	0.000
1.650	301.150	0.000
1.800	309.800	0.000
1.950	320.050	0.000
2.100	333.950	0.000
2.250	356.550	0.000
2.400	390.500	0.000
2.550	412.500	0.000
2.700	425.200	0.000
2.850	433.750	0.000
3.000	440.200	0.000
3.150	445.300	0.000
3.300	449.650	0.000
3.450	453.300	0.000
3.600	456.500	0.000
3.750	459.450	0.000
3.900	462.050	0.000
4.050	464.350	0.000
