Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250930-08-4_80mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	165.950	0.000
0.150	191.050	0.000
0.300	215.250	0.000
0.450	231.150	0.000
0.600	242.550	0.000
0.750	251.800	0.000
0.900	259.650	0.000
1.050	267.000	0.000
1.200	273.850	0.000
1.350	280.750	0.000
1.500	287.850	0.000
1.650	295.500	0.000
1.800	304.100	0.000
1.950	314.250	0.000
2.100	327.750	0.000
2.250	349.700	0.000
2.400	384.250	0.000
2.550	407.750	0.000
2.700	421.050	0.000
2.850	429.800	0.000
3.000	436.400	0.000
3.150	441.600	0.000
3.300	446.000	0.000
3.450	449.700	0.000
3.600	452.950	0.000
3.750	455.900	0.000
3.900	458.400	0.000
4.050	460.900	0.000
4.200	463.000	0.000
4.350	465.000	0.000
4.500	466.850	0.000
4.650	468.550	0.000
