Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_3-251113-05-3_9mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.050	0.000
0.150	196.350	0.000
0.300	219.850	0.000
0.450	235.050	0.000
0.600	246.000	0.000
0.750	255.100	0.000
0.900	263.000	0.000
1.050	269.950	0.000
1.200	276.900	0.000
1.350	283.600	0.000
1.500	290.550	0.000
1.650	297.950	0.000
1.800	306.350	0.000
1.950	316.150	0.000
2.100	328.950	0.000
2.250	349.050	0.000
2.400	382.000	0.000
2.550	407.150	0.000
2.700	421.300	0.000
2.850	430.450	0.000
3.000	437.250	0.000
3.150	442.650	0.000
3.300	447.050	0.000
3.450	450.900	0.000
3.600	454.150	0.000
3.750	457.100	0.000
