Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251013-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	172.850	0.000
0.150	200.200	0.000
0.300	221.750	0.000
0.450	235.850	0.000
0.600	246.600	0.000
0.750	255.350	0.000
0.900	263.150	0.000
1.050	270.250	0.000
1.200	277.150	0.000
1.350	284.050	0.000
1.500	291.250	0.000
1.650	298.950	0.000
1.800	308.250	0.000
1.950	319.400	0.000
2.100	335.050	0.000
2.250	362.650	0.000
2.400	395.750	0.000
2.550	414.050	0.000
2.700	425.150	0.000
2.850	432.800	0.000
3.000	438.800	0.000
3.150	443.600	0.000
3.300	447.750	0.000
3.450	451.200	0.000
3.600	454.300	0.000
3.750	457.100	0.000
3.900	459.650	0.000
4.050	461.950	0.000
