Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251003-05-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.100	0.000
0.150	197.150	0.000
0.300	219.650	0.000
0.450	234.150	0.000
0.600	245.200	0.000
0.750	254.200	0.000
0.900	261.950	0.000
1.050	269.100	0.000
1.200	276.050	0.000
1.350	282.800	0.000
1.500	289.900	0.000
1.650	297.450	0.000
1.800	306.200	0.000
1.950	316.450	0.000
2.100	330.750	0.000
2.250	354.200	0.000
2.400	388.750	0.000
2.550	410.250	0.000
2.700	422.800	0.000
2.850	431.250	0.000
3.000	437.600	0.000
3.150	442.700	0.000
3.300	446.950	0.000
3.450	450.600	0.000
3.600	453.800	0.000
3.750	456.600	0.000
3.900	459.250	0.000
4.050	461.600	0.000
