Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251023-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	166.900	0.000
0.150	187.900	0.000
0.300	213.850	0.000
0.450	231.250	0.000
0.600	243.350	0.000
0.750	253.150	0.000
0.900	261.500	0.000
1.050	268.900	0.000
1.200	275.850	0.000
1.350	282.750	0.000
1.500	289.850	0.000
1.650	297.450	0.000
1.800	306.000	0.000
1.950	316.000	0.000
2.100	329.200	0.000
2.250	350.150	0.000
2.400	383.950	0.000
2.550	408.400	0.000
2.700	422.100	0.000
2.850	431.100	0.000
3.000	437.750	0.000
3.150	443.100	0.000
3.300	447.550	0.000
3.450	451.300	0.000
3.600	454.500	0.000
3.750	457.400	0.000
3.900	460.100	0.000
4.050	462.500	0.000
