Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251001-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	164.800	0.000
0.150	189.850	0.000
0.300	214.700	0.000
0.450	230.650	0.000
0.600	242.150	0.000
0.750	251.250	0.000
0.900	259.650	0.000
1.050	267.050	0.000
1.200	273.950	0.000
1.350	280.750	0.000
1.500	287.950	0.000
1.650	295.600	0.000
1.800	304.200	0.000
1.950	314.350	0.000
2.100	328.050	0.000
2.250	350.050	0.000
2.400	384.750	0.000
2.550	407.950	0.000
2.700	421.100	0.000
2.850	429.850	0.000
3.000	436.400	0.000
3.150	441.600	0.000
3.300	446.000	0.000
3.450	449.700	0.000
3.600	452.950	0.000
3.750	455.750	0.000
3.900	458.250	0.000
4.050	460.800	0.000
