Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250916-09.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	160.450	0.000
0.150	183.200	0.000
0.300	209.450	0.000
0.450	226.650	0.000
0.600	238.550	0.000
0.750	247.850	0.000
0.900	256.100	0.000
1.050	263.050	0.000
1.200	270.050	0.000
1.350	276.750	0.000
1.500	283.450	0.000
1.650	290.600	0.000
1.800	298.300	0.000
1.950	307.150	0.000
2.100	318.400	0.000
2.250	334.200	0.000
2.400	361.750	0.000
2.550	394.950	0.000
2.700	413.950	0.000
2.850	425.250	0.000
3.000	433.250	0.000
3.150	439.450	0.000
3.300	444.400	0.000
3.450	448.600	0.000
3.600	452.200	0.000
3.750	455.300	0.000
3.900	458.100	0.000
4.050	460.750	0.000
