Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251030-06-3_0mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	169.050	0.000
0.150	195.350	0.000
0.300	219.050	0.000
0.450	234.350	0.000
0.600	245.500	0.000
0.750	254.650	0.000
0.900	262.650	0.000
1.050	269.850	0.000
1.200	276.700	0.000
1.350	283.600	0.000
1.500	290.650	0.000
1.650	298.200	0.000
1.800	306.900	0.000
1.950	317.100	0.000
2.100	330.950	0.000
2.250	353.500	0.000
2.400	387.450	0.000
2.550	409.550	0.000
2.700	422.300	0.000
2.850	430.900	0.000
