Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251028-03-3_9mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.950	0.000
0.150	197.600	0.000
0.300	220.750	0.000
0.450	235.700	0.000
0.600	246.550	0.000
0.750	255.600	0.000
0.900	263.550	0.000
1.050	270.700	0.000
1.200	277.550	0.000
1.350	284.400	0.000
1.500	291.400	0.000
1.650	298.950	0.000
1.800	307.850	0.000
1.950	318.200	0.000
2.100	332.450	0.000
2.250	355.950	0.000
2.400	390.000	0.000
2.550	411.300	0.000
2.700	423.650	0.000
2.850	432.100	0.000
3.000	438.450	0.000
3.150	443.500	0.000
3.300	447.850	0.000
3.450	451.500	0.000
3.600	454.550	0.000
3.750	457.450	0.000
