Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251105-07-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	165.100	0.000
0.150	189.750	0.000
0.300	215.750	0.000
0.450	232.750	0.000
0.600	244.850	0.000
0.750	254.400	0.000
0.900	262.650	0.000
1.050	270.000	0.000
1.200	277.100	0.000
1.350	283.950	0.000
1.500	291.150	0.000
1.650	298.800	0.000
1.800	307.600	0.000
1.950	317.850	0.000
2.100	331.650	0.000
2.250	354.050	0.000
2.400	388.150	0.000
2.550	410.600	0.000
2.700	423.500	0.000
2.850	432.100	0.000
3.000	438.500	0.000
3.150	443.700	0.000
3.300	448.000	0.000
3.450	451.700	0.000
3.600	454.950	0.000
3.750	457.850	0.000
3.900	460.400	0.000
4.050	462.700	0.000
