Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251006-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.050	0.000
0.150	197.250	0.000
0.300	220.000	0.000
0.450	234.550	0.000
0.600	245.500	0.000
0.750	254.700	0.000
0.900	262.550	0.000
1.050	269.600	0.000
1.200	276.650	0.000
1.350	283.750	0.000
1.500	290.850	0.000
1.650	298.850	0.000
1.800	307.900	0.000
1.950	319.100	0.000
2.100	334.900	0.000
2.250	362.550	0.000
2.400	395.850	0.000
2.550	414.000	0.000
2.700	425.150	0.000
2.850	432.900	0.000
3.000	438.800	0.000
3.150	443.700	0.000
3.300	447.750	0.000
3.450	451.250	0.000
3.600	454.300	0.000
3.750	457.100	0.000
3.900	459.700	0.000
4.050	461.900	0.000
