Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251107-05-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	173.150	0.000
0.150	199.250	0.000
0.300	223.050	0.000
0.450	238.400	0.000
0.600	249.500	0.000
0.750	258.750	0.000
0.900	266.650	0.000
1.050	273.900	0.000
1.200	280.750	0.000
1.350	287.600	0.000
1.500	294.650	0.000
1.650	302.400	0.000
1.800	311.050	0.000
1.950	321.350	0.000
2.100	335.250	0.000
2.250	357.850	0.000
2.400	391.650	0.000
2.550	413.600	0.000
2.700	426.350	0.000
2.850	434.800	0.000
3.000	441.250	0.000
3.150	446.400	0.000
3.300	450.700	0.000
3.450	454.300	0.000
3.600	457.550	0.000
3.750	460.500	0.000
3.900	463.050	0.000
4.050	465.300	0.000
