Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251029-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.100	0.000
0.150	196.350	0.000
0.300	219.950	0.000
0.450	235.000	0.000
0.600	246.150	0.000
0.750	255.150	0.000
0.900	263.150	0.000
1.050	270.450	0.000
1.200	277.350	0.000
1.350	284.250	0.000
1.500	291.300	0.000
1.650	298.750	0.000
1.800	307.500	0.000
1.950	317.700	0.000
2.100	331.600	0.000
2.250	354.200	0.000
2.400	388.350	0.000
2.550	410.350	0.000
2.700	423.100	0.000
2.850	431.650	0.000
3.000	437.950	0.000
3.150	443.200	0.000
3.300	447.450	0.000
3.450	451.100	0.000
3.600	454.350	0.000
3.750	457.200	0.000
3.900	459.900	0.000
4.050	462.200	0.000
