Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251023-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	177.350	0.000
0.150	204.450	0.000
0.300	225.150	0.000
0.450	238.900	0.000
0.600	249.150	0.000
0.750	257.850	0.000
0.900	265.500	0.000
1.050	272.350	0.000
1.200	279.250	0.000
1.350	286.150	0.000
1.500	293.100	0.000
1.650	300.900	0.000
1.800	309.600	0.000
1.950	320.100	0.000
2.100	334.400	0.000
2.250	358.300	0.000
2.400	391.950	0.000
2.550	412.600	0.000
2.700	424.800	0.000
2.850	433.050	0.000
3.000	439.300	0.000
3.150	444.400	0.000
3.300	448.650	0.000
3.450	452.250	0.000
3.600	455.400	0.000
3.750	458.300	0.000
3.900	460.850	0.000
4.050	463.150	0.000
