Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251107-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	172.450	0.000
0.150	198.250	0.000
0.300	222.000	0.000
0.450	237.050	0.000
0.600	248.300	0.000
0.750	257.400	0.000
0.900	265.150	0.000
1.050	272.450	0.000
1.200	279.400	0.000
1.350	286.250	0.000
1.500	293.300	0.000
1.650	301.000	0.000
1.800	309.600	0.000
1.950	319.900	0.000
2.100	333.850	0.000
2.250	356.650	0.000
2.400	390.600	0.000
2.550	412.400	0.000
2.700	425.050	0.000
2.850	433.550	0.000
3.000	439.900	0.000
3.150	445.100	0.000
3.300	449.400	0.000
3.450	453.050	0.000
3.600	456.250	0.000
3.750	459.200	0.000
3.900	461.750	0.000
4.050	464.050	0.000
