Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_3-251113-10-3_45mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.000	0.000
0.150	196.350	0.000
0.300	219.950	0.000
0.450	235.100	0.000
0.600	246.200	0.000
0.750	255.200	0.000
0.900	263.100	0.000
1.050	270.200	0.000
1.200	277.050	0.000
1.350	283.800	0.000
1.500	290.750	0.000
1.650	298.200	0.000
1.800	306.600	0.000
1.950	316.400	0.000
2.100	329.300	0.000
2.250	349.550	0.000
2.400	382.550	0.000
2.550	407.550	0.000
2.700	421.550	0.000
2.850	430.650	0.000
3.000	437.400	0.000
3.150	442.800	0.000
3.300	447.200	0.000
