Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251107-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.500	0.000
0.150	197.550	0.000
0.300	221.350	0.000
0.450	236.750	0.000
0.600	247.850	0.000
0.750	257.100	0.000
0.900	265.100	0.000
1.050	272.150	0.000
1.200	279.150	0.000
1.350	286.100	0.000
1.500	293.350	0.000
1.650	301.200	0.000
1.800	310.100	0.000
1.950	320.700	0.000
2.100	334.850	0.000
2.250	358.000	0.000
2.400	392.100	0.000
2.550	413.850	0.000
2.700	426.550	0.000
2.850	435.100	0.000
3.000	441.450	0.000
3.150	446.650	0.000
3.300	450.950	0.000
3.450	454.700	0.000
3.600	457.850	0.000
3.750	460.800	0.000
3.900	463.400	0.000
4.050	465.700	0.000
