Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251104-10-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	167.450	0.000
0.150	192.950	0.000
0.300	218.000	0.000
0.450	234.350	0.000
0.600	246.050	0.000
0.750	255.450	0.000
0.900	263.500	0.000
1.050	270.750	0.000
1.200	277.750	0.000
1.350	284.700	0.000
1.500	291.800	0.000
1.650	299.450	0.000
1.800	308.100	0.000
1.950	318.450	0.000
2.100	332.250	0.000
2.250	354.800	0.000
2.400	388.800	0.000
2.550	411.050	0.000
2.700	423.900	0.000
2.850	432.500	0.000
3.000	438.900	0.000
3.150	444.000	0.000
3.300	448.400	0.000
3.450	452.050	0.000
3.600	455.250	0.000
3.750	458.100	0.000
3.900	460.800	0.000
4.050	463.100	0.000
