Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251111-08-3_3mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.950	0.000
0.150	196.750	0.000
0.300	220.950	0.000
0.450	236.700	0.000
0.600	247.950	0.000
0.750	257.300	0.000
0.900	265.300	0.000
1.050	272.450	0.000
1.200	279.450	0.000
1.350	286.350	0.000
1.500	293.550	0.000
1.650	301.200	0.000
1.800	309.850	0.000
1.950	320.150	0.000
2.100	334.050	0.000
2.250	356.750	0.000
2.400	390.650	0.000
2.550	412.550	0.000
2.700	425.300	0.000
2.850	433.800	0.000
3.000	440.200	0.000
3.150	445.350	0.000
