Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251001-13-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	158.650	0.000
0.150	180.550	0.000
0.300	208.150	0.000
0.450	226.850	0.000
0.600	239.550	0.000
0.750	249.550	0.000
0.900	257.950	0.000
1.050	265.850	0.000
1.200	272.850	0.000
1.350	279.950	0.000
1.500	287.150	0.000
1.650	294.550	0.000
1.800	303.100	0.000
1.950	313.050	0.000
2.100	326.150	0.000
2.250	346.650	0.000
2.400	380.550	0.000
2.550	405.950	0.000
2.700	419.950	0.000
2.850	429.150	0.000
3.000	435.850	0.000
3.150	441.250	0.000
3.300	445.700	0.000
3.450	449.450	0.000
3.600	452.800	0.000
3.750	455.700	0.000
3.900	458.300	0.000
4.050	460.800	0.000
