Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250916-10.bak'
titrant_amount	measurement	temperature
0.000	160.550	0.000
0.150	183.400	0.000
0.300	209.450	0.000
0.450	226.750	0.000
0.600	238.950	0.000
0.750	248.250	0.000
0.900	256.450	0.000
1.050	263.800	0.000
1.200	270.550	0.000
1.350	277.350	0.000
1.500	284.000	0.000
1.650	291.150	0.000
1.800	298.900	0.000
1.950	308.000	0.000
2.100	319.150	0.000
2.250	335.200	0.000
2.400	363.100	0.000
2.550	396.350	0.000
2.700	414.750	0.000
2.850	426.050	0.000
3.000	433.850	0.000
3.150	439.950	0.000
3.300	444.900	0.000
3.450	449.000	0.000
3.600	452.500	0.000
3.750	455.600	0.000
3.900	458.350	0.000
4.050	460.950	0.000
