Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250916-04.bak'
titrant_amount	measurement	temperature
0.000	161.850	0.000
0.150	184.450	0.000
0.300	210.350	0.000
0.450	227.350	0.000
0.600	239.150	0.000
0.750	248.350	0.000
0.900	256.550	0.000
1.050	263.950	0.000
1.200	270.600	0.000
1.350	277.200	0.000
1.500	283.900	0.000
1.650	290.850	0.000
1.800	298.550	0.000
1.950	307.450	0.000
2.100	318.650	0.000
2.250	334.300	0.000
2.400	361.550	0.000
2.550	394.850	0.000
2.700	413.750	0.000
2.850	425.150	0.000
3.000	433.150	0.000
3.150	439.350	0.000
3.300	444.350	0.000
3.450	448.450	0.000
3.600	452.050	0.000
3.750	455.250	0.000
3.900	458.050	0.000
4.050	460.650	0.000
