Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250930-07-3_60mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	167.250	0.000
0.150	193.000	0.000
0.300	216.450	0.000
0.450	232.000	0.000
0.600	242.950	0.000
0.750	252.050	0.000
0.900	259.950	0.000
1.050	267.150	0.000
1.200	274.150	0.000
1.350	281.100	0.000
1.500	288.100	0.000
1.650	295.750	0.000
1.800	304.400	0.000
1.950	314.600	0.000
2.100	328.350	0.000
2.250	350.550	0.000
2.400	385.350	0.000
2.550	408.400	0.000
2.700	421.450	0.000
2.850	430.100	0.000
3.000	436.600	0.000
3.150	441.900	0.000
3.300	446.200	0.000
3.450	449.850	0.000
