Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251110-09-4_05mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.150	0.000
0.150	196.750	0.000
0.300	220.750	0.000
0.450	236.350	0.000
0.600	247.650	0.000
0.750	256.850	0.000
0.900	264.850	0.000
1.050	272.050	0.000
1.200	278.900	0.000
1.350	285.800	0.000
1.500	292.950	0.000
1.650	300.650	0.000
1.800	309.200	0.000
1.950	319.450	0.000
2.100	333.400	0.000
2.250	355.900	0.000
2.400	389.750	0.000
2.550	411.950	0.000
2.700	424.750	0.000
2.850	433.300	0.000
3.000	439.750	0.000
3.150	444.900	0.000
3.300	449.250	0.000
3.450	452.900	0.000
3.600	456.100	0.000
3.750	459.100	0.000
3.900	461.600	0.000
