Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251003-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.950	0.000
0.150	200.050	0.000
0.300	222.750	0.000
0.450	237.050	0.000
0.600	247.950	0.000
0.750	257.000	0.000
0.900	265.050	0.000
1.050	272.650	0.000
1.200	280.000	0.000
1.350	287.600	0.000
1.500	295.800	0.000
1.650	305.200	0.000
1.800	316.700	0.000
1.950	333.000	0.000
2.100	362.100	0.000
2.250	397.600	0.000
2.400	415.750	0.000
2.550	426.850	0.000
2.700	434.600	0.000
2.850	440.500	0.000
3.000	445.350	0.000
3.150	449.400	0.000
3.300	452.900	0.000
3.450	456.000	0.000
3.600	458.900	0.000
3.750	461.350	0.000
3.900	463.550	0.000
4.050	465.700	0.000
