Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251014-03-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	166.500	0.000
0.150	192.700	0.000
0.300	217.400	0.000
0.450	233.300	0.000
0.600	244.750	0.000
0.750	254.100	0.000
0.900	262.150	0.000
1.050	269.550	0.000
1.200	276.550	0.000
1.350	283.700	0.000
1.500	291.000	0.000
1.650	298.950	0.000
1.800	308.050	0.000
1.950	319.150	0.000
2.100	334.650	0.000
2.250	361.350	0.000
2.400	394.750	0.000
2.550	413.550	0.000
2.700	424.950	0.000
2.850	432.850	0.000
3.000	438.850	0.000
3.150	443.800	0.000
3.300	447.900	0.000
3.450	451.400	0.000
3.600	454.500	0.000
3.750	457.300	0.000
3.900	459.900	0.000
4.050	462.200	0.000
