Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251003-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.750	0.000
0.150	199.550	0.000
0.300	222.250	0.000
0.450	237.000	0.000
0.600	247.950	0.000
0.750	257.050	0.000
0.900	265.100	0.000
1.050	272.600	0.000
1.200	279.900	0.000
1.350	287.350	0.000
1.500	295.300	0.000
1.650	304.250	0.000
1.800	314.900	0.000
1.950	329.300	0.000
2.100	353.350	0.000
2.250	390.350	0.000
2.400	412.250	0.000
2.550	424.800	0.000
2.700	433.300	0.000
2.850	439.700	0.000
3.000	444.800	0.000
3.150	449.100	0.000
3.300	452.750	0.000
3.450	455.950	0.000
3.600	458.900	0.000
3.750	461.450	0.000
3.900	463.750	0.000
4.050	465.900	0.000
