Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250930-03.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.150	0.000
0.150	196.250	0.000
0.300	218.550	0.000
0.450	233.250	0.000
0.600	243.750	0.000
0.750	253.050	0.000
0.900	260.750	0.000
1.050	267.850	0.000
1.200	274.750	0.000
1.350	281.550	0.000
1.500	288.750	0.000
1.650	296.350	0.000
1.800	305.000	0.000
1.950	315.250	0.000
2.100	329.150	0.000
2.250	351.650	0.000
2.400	386.050	0.000
2.550	408.650	0.000
2.700	421.600	0.000
2.850	430.200	0.000
3.000	436.700	0.000
3.150	441.900	0.000
3.300	446.200	0.000
3.450	449.850	0.000
3.600	453.100	0.000
3.750	455.950	0.000
3.900	458.550	0.000
4.050	460.900	0.000
