Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251006-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	169.750	0.000
0.150	196.750	0.000
0.300	219.650	0.000
0.450	234.150	0.000
0.600	245.350	0.000
0.750	254.350	0.000
0.900	262.400	0.000
1.050	269.550	0.000
1.200	276.550	0.000
1.350	283.600	0.000
1.500	290.800	0.000
1.650	298.600	0.000
1.800	307.650	0.000
1.950	318.750	0.000
2.100	334.350	0.000
2.250	361.450	0.000
2.400	394.850	0.000
2.550	413.450	0.000
2.700	424.800	0.000
2.850	432.700	0.000
3.000	438.700	0.000
3.150	443.600	0.000
3.300	447.700	0.000
3.450	451.300	0.000
3.600	454.300	0.000
3.750	457.150	0.000
3.900	459.700	0.000
4.050	461.950	0.000
