Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251107-03-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	172.350	0.000
0.150	198.350	0.000
0.300	222.150	0.000
0.450	237.250	0.000
0.600	248.450	0.000
0.750	257.650	0.000
0.900	265.550	0.000
1.050	272.700	0.000
1.200	279.550	0.000
1.350	286.400	0.000
1.500	293.500	0.000
1.650	301.150	0.000
1.800	309.800	0.000
1.950	320.150	0.000
2.100	334.150	0.000
2.250	357.050	0.000
2.400	391.050	0.000
2.550	412.700	0.000
2.700	425.250	0.000
2.850	433.700	0.000
3.000	440.100	0.000
3.150	445.250	0.000
3.300	449.500	0.000
3.450	453.100	0.000
3.600	456.300	0.000
3.750	459.250	0.000
3.900	461.800	0.000
4.050	464.100	0.000
