Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251110-11-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.150	0.000
0.150	196.350	0.000
0.300	220.650	0.000
0.450	236.200	0.000
0.600	247.450	0.000
0.750	256.700	0.000
0.900	264.700	0.000
1.050	271.950	0.000
1.200	278.900	0.000
1.350	285.800	0.000
1.500	292.850	0.000
1.650	300.500	0.000
1.800	309.100	0.000
1.950	319.350	0.000
2.100	333.150	0.000
2.250	355.700	0.000
2.400	389.600	0.000
2.550	411.900	0.000
2.700	424.750	0.000
2.850	433.350	0.000
3.000	439.800	0.000
3.150	445.000	0.000
3.300	449.300	0.000
3.450	453.000	0.000
3.600	456.200	0.000
3.750	459.150	0.000
3.900	461.750	0.000
4.050	464.050	0.000
