Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250930-04-2_25mL-0_15incrMl.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	169.750	0.000
0.150	195.450	0.000
0.300	218.150	0.000
0.450	232.950	0.000
0.600	243.700	0.000
0.750	252.450	0.000
0.900	260.350	0.000
1.050	267.600	0.000
1.200	274.450	0.000
1.350	281.300	0.000
1.500	288.250	0.000
1.650	295.900	0.000
1.800	304.600	0.000
1.950	314.850	0.000
2.100	328.700	0.000
